datelastmodified	basisofrecord	country	stateprovince	institutioncode	collectioncode	catalognumber	kingdom	phylum	taxonclass	ordem	family	genus	species	subspecies	scientificname	scientificnameauthor	typestatus	yearcollected	monthcollected	daycollected	collector	collectornumber	fieldnumber	julianday	timeofday	identifiedby	yearidentified	monthidentified	dayidentified	continentocean	county	locality	verbatimlatitude	verbatimlongitude	longitude	latitude	coordinateprecision	boundingbox	minimumelevation	maximumelevation	minimumdepth	maximumdepth	sex	preparationtype	individualcount	previouscatalognumber	relationshiptype	relatedcatalogitem	notes	barcode	historyofdeposit	depositor	yeardeposited	monthdeposited	daydeposited	isolatedfrom	isolator	isolationmethod	conditionsforgrowth	geneticallymodified	genotype	mutant	race	alternatestate	strainproperties	strainapplications	formofsupply	restrictions	biologicalrisks	pathogenicity
2023-05-03T16:49:53	PreservedSpecimen	Brasil	Minas Gerais	JBB	HEPH	32653	Plantae	Monocotyledon			Poaceae	Pharus	lappulaceus		Pharus lappulaceus	Aubl.		2004	03	03	Melo, PHA	1122				Viana, PL	2004	09		Southern America	Pains	Fazenda Amargoso, Km 16 da MG 439	-20.381	-45.651222	-45.651222	-20.381			700	750									<nO>Herbácea; Subosque de mata seca</nO>																					
2013-08-23T05:40:00	PreservedSpecimen	Brasil	Minas Gerais	MO	MO	100323654	Plantae				Lauraceae	Nectandra			Nectandra	Rol. ex Rottb.		2003	5	25	P. H. A. Melo|Fernanda A. Carvalho|B. D. Ranieri|D. Souza|T. C. Lana	Melo 624								South America	Pains	Fazenda Amargoso, MG 439 Km 16.			-45.6497222	-20.3872222			750.00000000	810.00000000					1																									
2024-09-26T15:54:11	PreservedSpecimen	Brasil	Minas Gerais	UFV	VIC	56411	Plantae				Nyctaginaceae	Pisonia	aculeata		Pisonia aculeata	L.		2018	05	21	Bovini, M.G.; et al.	4410				Ferney, C.	2023	03	16		Pains	Estrada de chão para Pains, Próximo ao rio São Miguel	-20	-45	-45	-20			660	660									<nO>Escandente, semi-heliófila com espinhos. Folhas membranáceas, concolores. Frutos imaturos verdes.</nO>	VIC056411																				
2024-09-26T15:53:32	PreservedSpecimen	Brasil	Minas Gerais	UFV	VIC	56421	Plantae				Malvaceae	Sida	glutinosa		Sida glutinosa	Comm. ex Cav.		2018	05	21	Bovini, M.G.; et al.	4409				Bovini, M.G.	2022	09			Pains	Estrada de chão, Próximo ao rio São Miguel	-20	-45	-45	-20			659	659									<nO>Subarbusto heliófilo ca. 1,80m em grande população. Folhas membranáceas, levente discolores. Corola amarela. Tricomas simples longos nos ramos. Mericarpos pardacentos</nO>	VIC056421																				
2024-09-26T15:50:39	PreservedSpecimen	Brasil	Minas Gerais	UFV	VIC	29807	Plantae				Anacardiaceae	Lithraea	molleoides		Lithraea molleoides	Engl.		2004	08		Faria, S.L.	s.n.				Silva, A.F. da	2005	05	08		Pains		0	0	-45.6614	-20.3706	18263												<nO>Planta com c.a. de 5,0 metros de altura; CAP com c.a. de 30 cm.</nO>	VIC029807																				
2024-09-26T15:55:02	PreservedSpecimen	Brasil	Minas Gerais	UFV	VIC	53422	Plantae				Rhamnaceae	Gouania			Gouania			2018	05	22	Bovini, M.G.; et al.	4419									Pains		0	0	-45.6614	-20.3706	18263												<nO>Escandente semi-heliófila. folhas membranáceas, bicolores. frutos alados, pardacentos.</nO>	VIC053422																				
2024-09-26T15:52:23	PreservedSpecimen	Brasil	Minas Gerais	UFV	VIC	53425	Plantae				Dioscoreaceae	Dioscorea			Dioscorea			2018	05	21	Bovini, M.G.; et al.	4408									Pains		-20	-45	-45	-20			659	659									<nO>Escandente semi-heliófila. Folhas membranáceas, concolores. Flores esverdeadas. Rara no local.</nO>	VIC053425																				
2012-12-27T12:18:00	PreservedSpecimen	Brasil	Minas Gerais	MO	MO	3233322	Plantae				Rubiaceae	Rudgea	recurva		Rudgea recurva	Müll. Arg.		2003	12	8	MELO	MELO 1006				C.P. Bruniera (SPFR)	2012			South America	Pains	Fazenda Amargoso, MG 439 Km 16.			-45.6511111	-20.3822223			650.00000000	700.00000000					1																									
1970-01-01T00:00:00	PreservedSpecimen	Brasil	Minas Gerais	KEW	K	K000944311	Plantae	Tracheophyta			Fabaceae	Inga			Inga	Mill.		2006	07	14	Borges, R.A.X.; Bernardo, P.H.	194								SOUTH_AMERICA	Pains	Mineração Vale do São Miguel.			-45.668333	-20.353889													<nO><ll>Collection:</ll> Herbarium</nO>	K000944311																				
2023-06-01T10:38:54	LivingSpecimen	Brasil	Minas Gerais	FZB-BH	CVJBFZB	2295	Plantae	Pteridophyta			Polypodiaceae	Campyloneurum	sp.		Campyloneurum sp.						Bernardo Ranieri;					Lúcia Porto	2009	08	11		Pains				-45.6613998413086	-20.3705997467041	18263								1				<nO>254</nO>																					
2023-06-01T10:38:32	LivingSpecimen	Brasil	Minas Gerais	FZB-BH	CVJBFZB	2550	Plantae	Magnoliophyta			Amaryllidaceae	Hippeastrum	reticulatum		Hippeastrum reticulatum	Herb.					Rubens Mota;					Eduardo G. Gonçalves	2011				Pains				-45.6613998413086	-20.3705997467041	18263								0				<nO>254</nO>																					
2024-10-29T07:48:29	PreservedSpecimen	Brasil	Minas Gerais	UEFS	HUEFS	118804	Plantae	Angiospermae			Rhamnaceae	Gouania	polygama		Gouania polygama	(Jacq.) Urb.		2003	03	22	Melo, P.H.A.	488									Pains	Fazenda Amargosa,MG 439 KM 16.			-45.6614	-20.3706	18263													HUEFS0118804																				
2024-10-29T07:34:55	PreservedSpecimen	Brasil	Minas Gerais	UEFS	HUEFS	75209	Plantae	Angiospermae			Cucurbitaceae	Wilbrandia	hibiscoides		Wilbrandia hibiscoides	Silva Manso		2002	12	31	Melo, P.H.A.	296				J.A.Lombardi					Pains	Fazenda Faroeste, margem direita do Rio São Miguel.	20°15'6''S	45°39'47''W	-45.663056	-20.251667														HUEFS0075209																				
2024-10-29T07:41:01	PreservedSpecimen	Brasil	Minas Gerais	UEFS	HUEFS	94269	Plantae	Angiospermae			Leguminosae Subfam. Papilionoideae	Zollernia	ilicifolia		Zollernia ilicifolia	(Brongn.) Vogel		2003	09	09	Melo, P.H.A.	834				L.P.de Queiroz	2009	01			Pains	Fazenda Amargoso, MG 439 km 16.	20°23'14''S	45°38'59''W	-45.649722	-20.387222			750	750										HUEFS0094269																				
2024-11-01T00:01:08	PreservedSpecimen	Brasil	Minas Gerais	MBM	MBM	328372	Plantae				Fabaceae	Platypodium	elegans		Platypodium elegans	Vogel		2004	12	29	Melo, PHA	1182				Cordeiro, J	2016				Pains	Fazenda Amargoso.	-20.381000	-45.645250	-45.6614	-20.3706	18263		700	750									<nO>Arbórea, frutos imaturos verdes.</nO>	MBM328372																				
2024-11-01T00:01:08	PreservedSpecimen	Brasil	Minas Gerais	MBM	MBM	351034	Plantae				Acanthaceae	Justicia	brasiliana		Justicia brasiliana	Roth		2006	7	11	Borges, RAX; Bernardo, PH	206				Profice, SR	2008				Pains	Mineração Vale São Miguel.	-20.356275	-45.669722	-45.6614	-20.3706	18263												<nO>Arbusto 1,5 m. cálice verde, corola vermelha, filetes brancos, anteras castanhas e frutos nigrescentes.</nO>	MBM351034																				
2023-10-26T18:11:04	PreservedSpecimen	Brasil	Minas Gerais	UFPB	EAN	22226	Plantae				Cactaceae	Pereskia	aculeata		Pereskia aculeata	Mill.		2015	01	26	J. M. P. Cordeiro; L. P. Felix; E. M. Almeida & M. A. O. Marinho	981				E. M. Almeida	2018	07	03		Pains	Próximo à usina de processamento de cimento	20°23'28"S	45°36'22,6"W	-45.6614	-20.3706	18263		786	786									<nO>Arbusto escandente, afloramentos rochosos de calcário, Cerrado/Mata úmida.</nO>																					
2022-05-28T13:24:56	PreservedSpecimen	Brasil	Minas Gerais	UFPB	EAN	22195	Plantae				Orchidaceae	Catasetum	fimbriatum		Catasetum fimbriatum	Lindl. & Paxton		2015	01	26	J. M. P. Cordeiro; L. P. Felix; E. M. Almeida & M. A. O. Marinho	957									Pains	Próximo a Usina de processamento de cimento	20°23'28"S	45°36'22,6"W	-45.606278	-20.391111			786	786									<nO>Erva epífita, flores esverdeadas, em afloramento de calcário, Cerrado/Mata úmida.</nO>																					
2022-05-28T13:25:06	PreservedSpecimen	Brasil	Minas Gerais	UFPB	EAN	26070	Plantae				Orchidaceae	Epidendrum	campaccii		Epidendrum campaccii	Hágsater & L.Sánchez		2015	01	26	J. M. P. Cordeiro; L. P. Felix; E. M. Almeida & M. A. O. Marinho	967									Pains	Próximo a Usina de processamento de cimento	20°23'28"s	45°36'22,6"W	-45.606278	-20.391111			786	786									<nO>Erva epífita, flores esverdeadas. Afloramento de calcário, cerrado/Mata úmida.Habitat: Erva epífita</nO>																					
2022-05-28T13:25:07	PreservedSpecimen	Brasil	Minas Gerais	UFPB	EAN	23559	Plantae				Orchidaceae	Epidendrum	paniculatum		Epidendrum paniculatum	Ruiz & Pav.		2015	01	26	J. M. P. Cordeiro; L. P. Felix; E. M. Almeida & M. A. O. Marinho	951									Pains	Próxima a Usina de processamento de cimento	20°23'28"S	45°36'22,6"W	-45.606278	-20.391111			786	786									<nO>Erva rupícola, em afloramentos de calcário, cerrado/Mata úmida.</nO>																					
2024-10-30T12:02:55	PreservedSpecimen	Brasil	Minas Gerais	UFPB	EAN	22179	Plantae				Boraginaceae	Heliotropium			Heliotropium			2015	01	26	J. M. P. Cordeiro; L. P. Felix; E. M. Almeida & M. A. O. Marinho	973									Pains	Próximo a usina de processamento de cimento	20°23'28.0"S	45°36'22.6"W	-45.606278	-20.391111			786	786									<nO>Erva com 40cm; flores brancas.Habitat: Erva</nO>																					
2022-05-28T13:25:19	PreservedSpecimen	Brasil	Minas Gerais	UFPB	EAN	22083	Plantae				Orchidaceae	Oeceoclades	maculata		Oeceoclades maculata	(Lindl.) Lindl.		2015	01	26	J. M. P. Cordeiro; L. P. Felix; E. M. Almeida & M. A. O. Marinho	983									Pains	Próximo a Usina de processamento de cimento	20°23'28"S	45°36'22,6"W	-45.606278	-20.391111			786	786									<nO>Erva terrestre, flores creme-rosadas, afloramento de calcário, cerrado/mata úmida.</nO>																					
2024-10-30T12:03:03	PreservedSpecimen	Brasil	Minas Gerais	UFPB	EAN	22048	Plantae				Gesneriaceae	Sinningia			Sinningia			2015	01	26	J. M. P. Cordeiro; L. P. Felix; E. M. Almeida & M. A. O. Marinho	969									Pains	Próximo à usina de processamento de cimento	20°23'28.0"S	45°36'22.6"W	-45.606278	-20.391111			786	786									<nO>Erva, 40cm; flores laranja-avermelhada.Habitat: Erva</nO>																					
2024-10-29T07:34:40	PreservedSpecimen	Brasil	Minas Gerais	UEFS	HUEFS	253010	Plantae	Angiospermae			Celastraceae							2018	05	21	Bovini, M.G.	4407									Pains	Calciolândia, acompanhando a linha do trem, próximo a margem do rio São Miguel. Área de extração de calcário.	20°14'17''S	45°39'51''W	-45.664167	-20.238056			652	652										HUEFS0253010																				
2024-10-29T07:39:29	PreservedSpecimen	Brasil	Minas Gerais	UEFS	HUEFS	245340	Plantae	Angiospermae			Leguminosae Subfam. Papilionoideae	Dahlstedtia	muehlbergiana		Dahlstedtia muehlbergiana	(Hassl.) M.J.Silva & A.M.G. Azevedo		2006	10		Melo, P.H.A.	2460				L.P.de Queiroz	2018	12			Pains	Fazenda Posse Grande, proximidades da CSN.	20°20'8''S	45°35'15''W	-45.5875	-20.335556														HUEFS0245340																				
2024-10-29T07:39:29	PreservedSpecimen	Brasil	Minas Gerais	UEFS	HUEFS	245342	Plantae	Angiospermae			Leguminosae Subfam. Papilionoideae	Dahlstedtia	muehlbergiana		Dahlstedtia muehlbergiana	(Hassl.) M.J.Silva & A.M.G. Azevedo		2006	11		Melo, P.H.A.	2486				L.P.de Queiroz	2018	12			Pains	Fazenda Posse Grande, proximidades da CSN.	20°20'8''S	45°35'15''W	-45.5875	-20.335556														HUEFS0245342																				
2024-10-29T07:39:33	PreservedSpecimen	Brasil	Minas Gerais	UEFS	HUEFS	94265	Plantae	Angiospermae			Leguminosae Subfam. Papilionoideae	Deguelia	costata		Deguelia costata	(Benth.) A.M.G.Azevedo & R.A.Camargo		2004	02	16	Melo, P.H.A.	1090				E.D.Silva	2013	05			Pains	Fazenda Amargoso, MG 439 km 16, divisa com Francisco Gonçalves Costa.	20°22'58''S	45°38'58''W	-45.649444	-20.382778			700	750										HUEFS0094265																				
2024-10-29T07:28:48	PreservedSpecimen	Brasil	Minas Gerais	UEFS	HUEFS	75199	Plantae	Angiospermae			Solanaceae	Capsicum	baccatum	var. baccatum	Capsicum baccatum var. baccatum	L.		2003	01	31	Melo, P.H.A.	362				G.Barboza	2010				Pains	Fazenda Amargoso, MG 439 Km 16.	20°23'14''S	45°38'59''W	-45.649722	-20.387222														HUEFS0075199																				
2024-10-29T07:36:58	PreservedSpecimen	Brasil	Minas Gerais	UEFS	HUEFS	128100	Plantae	Angiospermae			Leguminosae Subfam. Caesalpinioideae (Mimosoide)	Inga	marginata		Inga marginata	Willd.		2006	07	14	Borges, R.A.X.	198				L.P.de Queiroz	2008	12			Pains	Mineração Vale do São Miguel.	20°21'21''S	45°40'6''W	-45.668333	-20.355833			711	711										HUEFS0128100																				
2024-10-29T07:39:07	PreservedSpecimen	Brasil	Minas Gerais	UEFS	HUEFS	94250	Plantae	Angiospermae			Leguminosae Subfam. Papilionoideae	Canavalia	parviflora		Canavalia parviflora	Benth.		2003	03	22	Melo, P.H.A.	503				C.Snak	2019	07			Pains	Fazenda Amargoso, MG 439 km 16.	20°23'14''S	4°38'59''W	-4.649722	-20.387222			750	750										HUEFS0094250																				
2024-10-29T07:36:26	PreservedSpecimen	Brasil	Minas Gerais	UEFS	HUEFS	94262	Plantae	Angiospermae			Leguminosae Subfam. Caesalpinioideae (Mimosoide)	Anadenanthera	colubrina		Anadenanthera colubrina	(Vell.) Brenan		2003	04	16	Melo, P.H.A.	580				L.A.Silva	2014	10			Pains	Fazenda Amargoso, MG 439 km 16.	20°23'14''S	45°38'59''W	-45.649722	-20.387222			750	810										HUEFS0094262																				
2024-10-29T07:37:06	PreservedSpecimen	Brasil	Minas Gerais	UEFS	HUEFS	243967	Plantae	Angiospermae			Leguminosae Subfam. Caesalpinioideae (Mimosoide)	Leucochloron	incuriale		Leucochloron incuriale	(Vell.) Barneby & J.W.Grimes		2006	11	25	Melo, P.H.A.	2428				L.P.de Queiroz	2018	12			Pains	Nascentes do Rio São Miguel, Região do Onça.	20°25'53''S	45°37'9''W	-45.619167	-20.431389														HUEFS0243967																				
2024-10-29T07:40:05	PreservedSpecimen	Brasil	Minas Gerais	UEFS	HUEFS	94249	Plantae	Angiospermae			Leguminosae Subfam. Papilionoideae	Machaerium			Machaerium			2003	09	09	Melo, P.H.A.	838									Pains	Fazenda Amargoso, MG 439 km 16.	20°23'14''S	4°38'59''W	-4.649722	-20.387222			750	750										HUEFS0094249																				
2024-10-29T07:40:12	PreservedSpecimen	Brasil	Minas Gerais	UEFS	HUEFS	245352	Plantae	Angiospermae			Leguminosae Subfam. Papilionoideae	Machaerium	scleroxylon		Machaerium scleroxylon	Tul.		2004	02	16	Melo, P.H.A.	1088				L.P.de Queiroz	2018	12			Pains	Fazenda Amargosa, MG 439 Km 16, divisa com Francisco Gonçalves Costa.	20°22'52''S	45°39'43''W	-45.661944	-20.381111			700	700										HUEFS0245352																				
2024-10-29T07:40:12	PreservedSpecimen	Brasil	Minas Gerais	UEFS	HUEFS	94255	Plantae	Angiospermae			Leguminosae Subfam. Papilionoideae	Machaerium	scleroxylon		Machaerium scleroxylon	Tul.		2004	06	26	Melo, P.H.A.	1207				F.L.R.Filardi	2008	07			Pains	Fazenda Amargoso, MG 439 km 16	20°22'51''S	20°23'18''W	-20.388333	-20.380833			670	670										HUEFS0094255																				
2024-10-29T07:34:48	PreservedSpecimen	Brasil	Minas Gerais	UEFS	HUEFS	245463	Plantae	Angiospermae			Begoniaceae	Begonia			Begonia			2004	04	08	Melo, P.H.A.	1125									Pains	Fazenda Amargoso, MG 439 Km 16.	20°22'52''S	45°39'43''W	-45.661944	-20.381111			700	700										HUEFS0245463																				
2024-10-29T07:34:48	PreservedSpecimen	Brasil	Minas Gerais	UEFS	HUEFS	245464	Plantae	Angiospermae			Begoniaceae	Begonia			Begonia			2004	04	08	Melo, P.H.A.	1149									Pains	Fazenda Amargoso, MG 439 Km 16.	20°22'52''S	45°39'43''W	-45.661944	-20.381111			700	700										HUEFS0245464																				
2024-10-29T07:34:48	PreservedSpecimen	Brasil	Minas Gerais	UEFS	HUEFS	245462	Plantae	Angiospermae			Begoniaceae	Begonia	fischeri		Begonia fischeri	Schrank		2007	02	26	Melo, P.H.A.	2413									Pains	Nascentes do Rio São Miguel, Região do Timburé.	20°24'28''S	45°39'45''W	-45.6625	-20.407778														HUEFS0245462																				
2024-10-29T07:44:18	PreservedSpecimen	Brasil	Minas Gerais	UEFS	HUEFS	243927	Plantae	Angiospermae			Passifloraceae	Passiflora	foetida		Passiflora foetida	L.		2004	04	08	Melo, P.H.A.	1336									Pains	Fazenda Timburé	20°27'22''S	45°39'25''w	-45.656944	-20.456111														HUEFS0243927																				
2024-10-29T07:38:00	PreservedSpecimen	Brasil	Minas Gerais	UEFS	HUEFS	94273	Plantae	Angiospermae			Leguminosae Subfam. Caesalpinioideae (Mimosoide)	Senegalia	loretensis		Senegalia loretensis	(J.F.Macbr.) Seigler & Ebinger		2003	04	16	Melo, P.H.A.	576				D.S.Seigler & P.G.Ribeiro	2018	02			Pains	Fazenda Amargoso, MG 439 Km 16	45°38'59''S	20°38'59''W	-20.649722	-45.649722			750	810										HUEFS0094273																				
2024-10-29T07:38:03	PreservedSpecimen	Brasil	Minas Gerais	UEFS	HUEFS	94247	Plantae	Angiospermae			Leguminosae Subfam. Caesalpinioideae (Mimosoide)	Senegalia	polyphylla		Senegalia polyphylla	(DC.) Britton & Rose		2003	08	09	Melo, P.H.A.	793				D.S.Seigler & P.G.Ribeiro	2018	02			Pains	Fazenda Amargoso, MG km 16.	20°23'35''S	45°38'47''W	-45.646389	-20.393056			750	750										HUEFS0094247																				
2024-11-01T12:03:52	PreservedSpecimen	Brasil	Minas Gerais	UFOPA	HSTM	12060	Plantae				Solanaceae	Cestrum			Cestrum			2006	11	25	Melo, P. H. A.; Santos, R. M.	2429									Pains	Nascente do Rio São Miguel, região do Onça.	20º25'52''S	45º37'8''W	-45.6188889	-20.4311111			2429										<nO>Arbusto, terrícola, margem de curso d´água , flor rosa. Prensada em alcool 70% amostra preservada em sílica.</nO>	HSTM012060																				
2023-05-26T14:19:35	PreservedSpecimen	Brasil	Minas Gerais	UFLA	ESAL	32658	Plantae				Amaranthaceae	Chamissoa	altissima		Chamissoa altissima	(Jacq.) Kunth		2003	04	15	Melo, PHA; Bezerra, FV	573				P.H.A. Melo	2005				Pains	Fazenda Amargoso, MG 439, km 16	-20.381111	-45.661944	-45.661944	-20.381111													<nO>Arbusto, inflorescência verde-creme; Vegetação na base de afloramento calcário</nO>																					
2023-05-26T14:23:27	PreservedSpecimen	Brasil	Minas Gerais	UFLA	ESAL	32645	Plantae				Phyllanthaceae	Phyllanthus	acuminatus		Phyllanthus acuminatus	Vahl.		2003	03	06	Melo, PHA	424				P.H.A. Melo	2005				Pains	Fazenda Amargoso, MG 439, km 16	-20.381111	-45.661944	-45.661944	-20.381111													<nO>Árvore, inflorescência creme; Vegetação na base de afloramento calcário</nO>																					
2023-05-26T14:23:27	PreservedSpecimen	Brasil	Minas Gerais	UFLA	ESAL	32646	Plantae				Phyllanthaceae	Phyllanthus			Phyllanthus			2003	04	15	Melo, PHA; Bezerra, FV	553									Pains	Fazenda Amargoso, MG 439, km 16	-20.381111	-45.661944	-45.661944	-20.381111													<nO>Erva, saxícola, cor creme; Vegetação no interior de afloramento calcário</nO>																					
2023-05-26T14:21:30	PreservedSpecimen	Brasil	Minas Gerais	UFLA	ESAL	32648	Plantae				Euphorbiaceae	Romanoa	tamnoides		Romanoa tamnoides	(A. Juss.) Radcl.-Sm.		2003	12	08	Melo, PHA; Santos, GP	1004				P.H.A. Melo	2007				Pains	Fazenda Amargoso, MG 439, km 16	-20.381111	-45.661944	-45.661944	-20.381111			675	675									<nO>Trepadeira, flores amarelas; Vegetação na base de afloramento calcário</nO>																					
2023-05-26T14:24:35	PreservedSpecimen	Brasil	Minas Gerais	UFLA	ESAL	1618	Plantae				Vitaceae	Cissus	verticillata		Cissus verticillata	(L.) Nicolson & C.E.Jarvis					Melo, PHA	426				J.A.Lombardi					Pains	Fazenda Amargoso	0	0	-45.6614	-20.3706	18263												<nO>liana; ; ; imaturo verde, quando maduros são negros</nO>																					
2023-05-26T14:21:25	PreservedSpecimen	Brasil	Minas Gerais	UFLA	ESAL	32652	Plantae				Euphorbiaceae	Cnidoscolus			Cnidoscolus						Melo, PHA; Souza, AVA	2478									Pains	Fazenda Posse Grande, Proximidades da CSN	0	0	-45.6614	-20.3706	18263												<nO>Arbusto, saxícola, frutos imaturos verdes, látex leitoso, tricomas urticantes; Vegetação no interior de afloramento calcário</nO>																					
2023-05-26T14:19:54	PreservedSpecimen	Brasil	Minas Gerais	UFLA	ESAL	32683	Plantae				Araceae	Anthurium	pentaphyllum		Anthurium pentaphyllum	(Aubl.) G.Don		2006	04	22	Melo, PHA	1526				P.H.A. Melo	2007				Pains	Região do Córrego Barreado, Afloramentos entremeados por curso d'água	0	0	-45.6614	-20.3706	18263												<nO>Erva, epífita, espiga e espata roxas; Vegetação no interior de afloramento calcário</nO>																					
2024-08-02T08:59:38	PreservedSpecimen	Brasil	Minas Gerais	IBt	SP	397217	Plantae				Rubiaceae	Eumachia	cephalantha		Eumachia cephalantha	(Müll.Arg.) Delprete & J.H.Kirkbr.		2003	12	30	Melo, PHA; et al.	277				Mamede, MCH	2024	07			Pains	Fazenda Amargoso, MG 439 km 16	-20.387222	-45.649722	-45.649722	-20.387222														SP0397217																				
2021-12-09T11:10:05	PreservedSpecimen	Brasil	Minas Gerais	IBt	SP	378540	Plantae				Malpighiaceae	Mascagnia			Mascagnia			2003	04	16	Melo, PHA	585				Mamede, MCH	2006	08			Pains	Fazenda Amargoso, MG 439, Km 16	-20.387222	-45.649722	-45.649722	-20.387222			750	810										SP019858																				
2021-12-09T11:10:08	PreservedSpecimen	Brasil	Minas Gerais	IBt	SP	471959	Plantae				Malpighiaceae	Niedenzuella	multiglandulosa		Niedenzuella multiglandulosa	(A.Juss.) W.R.Anderson		2006	07	11	Borges, RAX; Bernardo, PH	150									Pains	Mineração Vale do São Miguel	-20.364444	-45.673611	-45.673611	-20.364444			642	642																														
2024-08-23T09:25:48	PreservedSpecimen	Brasil	Minas Gerais	IBt	SP	396586	Plantae				Rubiaceae	Palicourea	brevicollis		Palicourea brevicollis	(Müll.Arg.) C.M.Taylor		2003	08	09	Melo, PHA	796				Mamede, MCH	2024	08			Pains	Fazenda Amargoso, MG 439 km 16	-20.393056	-45.646389	-45.646389	-20.393056			750	750										SP0396586																				
2024-09-20T09:27:39	PreservedSpecimen	Brasil	Minas Gerais	IBt	SP	397153	Plantae				Rubiaceae	Rudgea	recurva		Rudgea recurva	Müll.Arg.		2003	12	08	Melo, PHA; Santos, GP	1006				Bruniera, CP					Pains	Fazenda Amargoso	-20.381958	-45.651117	-45.651117	-20.381958			650	700										SP0397153																				
2023-05-26T14:19:35	PreservedSpecimen	Brasil	Minas Gerais	UFLA	ESAL	32660	Plantae				Amaranthaceae	Chamissoa	altissima		Chamissoa altissima	(Jacq.) Kunth		2003	04	15	Melo, PHA; Bezerra, FV	573				P.H.A. Melo	2005				Pains	Fazenda Amargoso, MG 439, km 16	-20.3825	-45.661944	-45.661944	-20.3825													<nO>Arbusto, inflorescência verde-creme; Vegetação na base de afloramento calcário</nO>																					
2021-12-09T11:03:44	PreservedSpecimen	Brasil	Minas Gerais	IBt	SP	372012	Plantae				Convolvulaceae	Ipomoea	cynanchifolia		Ipomoea cynanchifolia	Meisn.		2003	04	16	Melo, PHA	579									Pains		0	0	-45.6614	-20.3706	18263																																	
2021-12-09T11:03:46	PreservedSpecimen	Brasil	Minas Gerais	IBt	SP	371959	Plantae				Convolvulaceae	Ipomoea	hederifolia		Ipomoea hederifolia	L.		2003	04	15	Melo, PHA	566									Pains		0	0	-45.6614	-20.3706	18263																																	
