datelastmodified	basisofrecord	country	stateprovince	institutioncode	collectioncode	catalognumber	kingdom	phylum	taxonclass	ordem	family	genus	species	subspecies	scientificname	scientificnameauthor	typestatus	yearcollected	monthcollected	daycollected	collector	collectornumber	fieldnumber	julianday	timeofday	identifiedby	yearidentified	monthidentified	dayidentified	continentocean	county	locality	verbatimlatitude	verbatimlongitude	longitude	latitude	coordinateprecision	boundingbox	minimumelevation	maximumelevation	minimumdepth	maximumdepth	sex	preparationtype	individualcount	previouscatalognumber	relationshiptype	relatedcatalogitem	notes	barcode	historyofdeposit	depositor	yeardeposited	monthdeposited	daydeposited	isolatedfrom	isolator	isolationmethod	conditionsforgrowth	geneticallymodified	genotype	mutant	race	alternatestate	strainproperties	strainapplications	formofsupply	restrictions	biologicalrisks	pathogenicity
2022-07-26T19:41:35	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB-SL	94781	Plantae				Pteridaceae	Adiantum	raddianum		Adiantum raddianum	C.Presl		2004	02	29	Melo, PHA de	1107				Salino, A				América	Pains	Mato das Frutas, Sitio do Sr. Chiquito e D. Naná, 7 Km da Vila Costina.	-20.351361	-45.784917	-45.784917	-20.351361			700	750									<nO>Erva terrestre em barranco de estrada.</nO>																					
2022-07-26T19:42:15	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB-SL	94753	Plantae				Selaginellaceae	Selaginella	sulcata		Selaginella sulcata	(Desv. ex Poir.) Spring		2003	12	31	Melo, PHA de; Valente, PMG	1024				Salino, A				América	Pains	Fazenda Faroeste, Margem esquerda do Rio São Miguel.	-20.263722	-45.670444	-45.670444	-20.263722			680	780									<nO>Herbácea prostrada, entre ricgas calcárias, no subosque de mata seca.</nO>																					
2022-07-26T19:37:54	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB-SL	94783	Plantae				Anemiaceae	Anemia	hirsuta		Anemia hirsuta	(L.) Sw.		2004	02	29	Melo, PHA de	1105								América	Pains	Mato das Frutas, Sítio do Sr. Chiquito e D, Naná, 7 Km da Vila Costina.	-20.351361	-45.784917	-45.784917	-20.351361			700	750									<nO>Erva terrestre em barranco de estrada.</nO>																					
2022-07-26T19:38:00	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB-SL	94785	Plantae				Anemiaceae	Anemia	phyllitidis		Anemia phyllitidis	(L.) Sw.		2004	02	29	Melo, PHA de	1106				Salino, A				América	Pains	Mato das Frutas, Sitio do Sr. Chiquito e D. Naná, 7 Km da Vila Costina.	-20.351361	-45.784917	-45.784917	-20.351361			700	750									<nO>Erva terrestre em barranco de estrada.</nO>																					
2022-07-26T19:38:07	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB-SL	94782	Plantae				Aspleniaceae	Asplenium	balansae		Asplenium balansae	(Baker) Sylvestre		2003	12	31	Melo, PHA de; Valente, PMG	1032				Salino, A				América	Pains	Fazenda Faroeste, Margem esquerda do Rio São Miguel.	-20.263722	-45.670444	-45.670444	-20.263722			680	780									<nO>Herbácea terrestre no subosque de mata seca.</nO>																					
2022-07-26T19:38:10	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB-SL	78528	Plantae				Aspleniaceae	Asplenium	formosum		Asplenium formosum	Willd.		2003	12	30	Melo, PHA de	262				Salino, A				América	Pains	Fazenda Amargoso, MG 439 Km 16.	-20.387222	-45.649722	-45.649722	-20.387222													<nO>Herbácea, epífita, sobre afloramento calcário.</nO>																					
2022-07-26T19:38:16	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB-SL	94802	Plantae				Aspleniaceae	Asplenium	otites		Asplenium otites	Link		2005	02	27	Melo, PHA de; EPA (Espéleogrupo Pains)	1310				Salino, A				América	Pains	Fronteira entre os municípios de Pains e Formiga - Região das nascentes do Rio São Miguel.	-20.456194	-45.654222	-45.654222	-20.456194			700	800									<nO>Erva terrestre sobre afloramento calcário.</nO>	BHCB052664																				
2022-07-26T19:38:19	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB-SL	94776	Plantae				Aspleniaceae	Asplenium	pumilum		Asplenium pumilum	Sw.		2003	12	31	Melo, PHA de; Valente, PMG	1028				Salino, A				América	Pains	Fazenda Faroeste, Margem esquerda do Rio São Miguel.	-20.263722	-45.670444	-45.670444	-20.263722			680	780									<nO>Herbácea terrestre no subosque de mata seca.</nO>																					
2022-12-26T10:32:20	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB-SL	94808	Plantae				Polypodiaceae	Campyloneurum	rigidum		Campyloneurum rigidum	Sm.		2005	05	19	Melo, PHA de; Viana, PL	1338				Dittrich, VAO	2007	11		América	Pains	Fazenda Timburé, área de mineração da empresa CastroCal.	-20.405972	-45.653722	-45.653722	-20.405972													<nO>Erva crescendo em fendas na encsota calcária, interior de mata.</nO>																					
2022-07-26T19:42:36	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB-SL	94787	Plantae				Thelypteridaceae	Christella	dentata		Christella dentata	(Forssk.) Brownsey & Jermy		2004	02	29	Melo, PHA de	1110								América	Pains	Sítio do Sr; Chiquito e D; Naná, Mato das Frutas, 7 km da Vila Costina.	-20.351361	-45.784917	-45.784917	-20.351361			700	750									<nO>Erva terrestre. No barranco do córrego que corre no quintal do Sr. Chiquito e D. Naná.</nO>																					
2022-12-26T10:33:18	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB-SL	94792	Plantae				Pteridaceae	Doryopteris	concolor		Doryopteris concolor	(Langsd. & Fisch.) Sm.		2004	02	29	Melo, PHA de	1109				Salino, A				América	Pains	Mato das Frutas, Sitio do Sr. Chiquito e D. Naná, 7 Km da Vila Costina; em corrego que corre no quintal.	-20.351361	-45.784917	-45.784917	-20.351361			700	750									<nO>Erva terrestre no barranco do córrego.</nO>																					
2024-06-25T10:41:34	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	69605	Plantae				Bromeliaceae	Tillandsia	loliacea		Tillandsia loliacea	Mart. ex Schult. & Schult.f.		2003	09	09	Melo, P.H.A.	840				Melo, P.H.A.	2005	06			Pains		20°22'51.6"S	045°39'42.9"W	-45.661917	-20.381			750	750									<nO>Erva, rupícola, interior de afloramento, vegetação relacionada a afloramento calcário, crescendo no sub-bosque de mata sobre afloramento calcário.</nO>	HRCB069605																				
2024-06-25T10:41:31	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	50270	Plantae				Boraginaceae	Tournefortia	paniculata		Tournefortia paniculata	Cham.		2003	03	06	Melo, P.H.A.	437				Melo, P.H.A.	2005	11			Pains	Fazenda Amargoso MG 439, km 16	20º23'14"S	45º38'59"W	-45.649722	-20.387222													<nO>Trepadeira, rupestre, frutos imaturos laranja.Habitat: Borda de afloramento calcáreo</nO>	HRCB050270																				
2024-06-25T10:44:02	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	73294	Plantae				Meliaceae	Trichilia	clausseni		Trichilia clausseni	C. DC.		2002	12	31	Melo, P.H.A.	783				Melo, P.H.A.	2018	07	13		Pains		20°23'35"S	045°38'47"W	-45.646389	-20.393056													<nO>Árvore, terrestre, entorno do afloramento, vegetação relacionada a afloramento calcário, flores creme odor doce.</nO>	HRCB073294																				
2024-06-25T10:44:25	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	72317	Plantae				Polygonaceae	Triplaris			Triplaris			2006	11		Melo, P.H.A.	2481									Pains	Fazenda Posse Grande, proximidades da CSN.	20°20'8.19"S	45°35'15.29"W	-45.587581	-20.335608													<nO>Árvore, terrícola, interior do afloramento, frutos maduros com alas róseas.</nO>	HRCB072317																				
2024-06-25T10:42:08	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	72550	Plantae				Commelinaceae	Tripogandra	elata		Tripogandra elata	D.R. Hunt		2003	03	22	Melo, P.H.A.	481				Pellegrini, M.O.O.	2017	05	10		Pains		20°23'14"S	045°38'59"W	-45.649722	-20.387222													<nO>Erva, saxícola, interior do afloramento, vegetação relacionada a afloramento calcário, inflorescência alvo-róseas.</nO>	HRCB072550																				
2024-06-25T10:41:00	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	70012	Plantae				Asteraceae	Vernonanthura	ferruginea		Vernonanthura ferruginea	(Less.) H. Rob.		2003	08	09	Melo, P.H.A.	788				Melo, P.H.A.	2011	05			Pains		20°23'35"S	045°38'47"W	-45.646389	-20.393056													<nO>Arbusto, terrícola, vegetação relacionada a afloramento calcário, flores brancas, odor doce.</nO>	HRCB070012																				
2024-06-25T10:44:34	PreservedSpecimen	Brasil	Minas Gerais	UNESP-RC	HRCB	69854	Plantae				Pteridaceae	Polytaenium	lineatum		Polytaenium lineatum	(Sw.) J. Sm.		2006	11	25	Melo, P.H.A.	2421				Prado, J.	2017	05			Pains				-45.6614	-20.3706	18263												<nO>Erva, epífita, interior do afloramento.</nO>	HRCB069854																				
2023-06-13T20:24:19	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78632	Plantae	Dicotyledon			Rubiaceae	Randia			Randia			2003	01	31	Melo, PHA de; Lombardi, JA	366								Southern America	Pains	Fazenda Amargoso.	0	0	-45.6614	-20.3706	18263		0	0									<nO>Terrestre.</nO>																					
2023-06-13T20:24:04	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78553	Plantae	Dicotyledon			Rubiaceae							2002	12	30	Melo, PHA de	287								Southern America	Pains	Fazenda Amargoso.	0	0	-45.6614	-20.3706	18263		0	0									<nO>Mata sobre afloramento calcáreo,. Arbusto 2 m. Terrestre. Flores brancas.</nO>																					
2024-05-29T12:21:47	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78273	Plantae	Dicotyledon			Acanthaceae	Ruellia	brevifolia		Ruellia brevifolia	(Pohl) C.Ezcurra		2002	08	08	Melo, PHA de; Viana, PL	3					2004	02		Southern America	Pains	Fazenda Massambará	0	0	-45.6614	-20.3706	18263		0	0									<nO>Arbórea. Corola vermelha.; Sobre afloramento calcáreo.</nO>	BHCB053381																				
2023-06-13T20:23:46	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	93944	Plantae	Dicotyledon			Piperaceae	Peperomia	alata		Peperomia alata	Ruiz & Pav.		2005	12	23	Melo, PHA de; Assunção, LN	1252					2021	03	05	Southern America	Pains	Ribeirão da Vargens, Próximo a cachoeira do Lobo.	0	0	-45.6614	-20.3706	18263		700	800									<nO>Coordenada na etiqueta não corresponde à localidde no mapa. 20.372309 S 45.551800 W; Erva, espigas esverdeadas.; Em afloramento de granito, nas margens de curso d'água.</nO>	BHCB058204																				
2023-06-13T20:26:55	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78294	Plantae	Monocotyledon			Poaceae							2002	08	08	Melo, PHA de; Viana, PL	24								Southern America	Pains	Fazenda Massambará.	0	0	-45.6614	-20.3706	18263		0	0									<nO>Brejo. Herbácea.</nO>																					
2023-06-13T20:26:55	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78542	Plantae	Monocotyledon			Poaceae							2002	12	30	Melo, PHA de	276								Southern America	Pains	Fazenda Amargoso.	0	0	-45.6614	-20.3706	18263		0	0									<nO>Mata sobre afloramento calcáreo. Herbácea. Terrestre. Espiga verde-creme.</nO>																					
2023-06-13T20:26:55	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78622	Plantae	Monocotyledon			Poaceae							2003	01	31	Melo, PHA de; Lombardi, JA	356								Southern America	Pains	Fazenda Amargoso.	0	0	-45.6614	-20.3706	18263		0	0									<nO>Borda de mata relacionada a afloramento calcáreo. Herbácea. Terrestre.</nO>																					
2023-06-13T20:22:28	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78274	Plantae	Dicotyledon			Malvaceae	Pseudobombax			Pseudobombax			2002	08	08	Melo, PHA de; Viana, PL	4								Southern America	Pains	Fazenda Massambará.	0	0	-45.6614	-20.3706	18263		0	0									<nO>Sobre afloramento calcáreo. Arbórea. Flor branca estames e estigma vermelho. Odor doce..</nO>																					
2020-12-11T11:34:47	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	81648	Plantae	Dicotyledon			Convolvulaceae	Jacquemontia	blanchetii		Jacquemontia blanchetii	Moric.		2003	03	06	Melo, PHA de	440					2016	12		Southern America	Pains	Fazenda Amargoso, MG 439 km 16.	0	0	-45.6614	-20.3706	18263		0	0									<nO>Trepadeira, terrestre, inflorescência violeta; Borda de afloramento calcáreo</nO>	BHCB039706																				
2024-05-29T12:24:40	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	81606	Plantae	Dicotyledon			Asteraceae	Lepidaploa			Lepidaploa	(Cass.) Cass.		2003	03	06	Melo, PHA de	435								Southern America	Pains	Fazenda Amargoso., MG-439, Km 16.	0	0	-45.6614	-20.3706	18263		0	0									<nO>Herbácea, terrestre, inflorescência rosa.; Borda de afloramento calcário.</nO>																					
2023-06-13T20:22:28	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78640	Plantae	Dicotyledon			Malvaceae	Luehea			Luehea			2003	01	31	Melo, PHA de; Lombardi, JA	374								Southern America	Pains	Fazenda Amargoso.	0	0	-45.6614	-20.3706	18263		0	0									<nO>Borda de mata relacionada a afloramento calcáreo. Arbórea. Terrestre. Flor roxa.</nO>																					
2023-06-13T20:24:43	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78533	Plantae	Dicotyledon			Solanaceae	Lycianthes	repens		Lycianthes repens	(Spreng.) Bitter		2002	12	30	Melo, PHA de	267								Southern America	Pains	Fazenda Amargoso.	0	0	-45.6614	-20.3706	18263		0	0									<nO>Herbácea, sobre afloramento calcáreo, flores brancas com listras lilás.</nO>																					
2024-05-29T12:24:58	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78279	Plantae	Dicotyledon			Asteraceae	Mikania			Mikania			2002	08	08	Melo, PHA de; Viana, PL	9								Southern America	Pains	Fazenda Massambará	0	0	-45.6614	-20.3706	18263		0	0									<nO>Escandente.; Sobre afloramento calcáreo.</nO>																					
2021-05-07T17:20:51	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78287	Plantae	Dicotyledon			Anacardiaceae	Myracrodruon	urundeuva		Myracrodruon urundeuva	Allemão		2002	08	08	Melo, PHA de; Viana, PL	17								Southern America	Pains	Fazenda Massambará	0	0	-45.6614	-20.3706	18263		0	0										BHCB055537																				
2022-07-26T19:38:10	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB-SL	78534	Plantae				Aspleniaceae	Asplenium	cristatum		Asplenium cristatum	Lam.		2002	12	30	Melo, PHA de	268				Salino, A				América	Pains	Fazenda Amargoso	0	0	-45.6614	-20.3706	18263												<nO>Herbácea, epífita, sobre afloramento calcáreo.</nO>																					
2023-06-13T20:25:36	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78538	Plantae	Monocotyledon			Araceae	Anthurium			Anthurium	Schott.		2002	12	30	Melo, PHA de	272								Southern America	Pains	Fazenda Amargoso.	0	0	-45.6614	-20.3706	18263		0	0									<nO>Herbácea, rupícula, sobre afloramento calcáreo, espádice verde na base e marrom-claro no ápice, espa</nO>																					
2023-06-13T20:25:36	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78271	Plantae	Monocotyledon			Araceae	Anthurium	solitarium		Anthurium solitarium	Schott		2002	08	08	Melo, PHA de; Viana, PL	1					2002	08	08	Southern America	Pains	Fazenda Massambará.	0	0	-45.6614	-20.3706	18263		0	0									<nO>Sobre afloramento calcáreo. Herbácea.; Espata jovem e espádice cor vinho..</nO>	BHCB037032																				
2023-06-13T20:26:15	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	180963	Plantae	Monocotyledon			Orchidaceae	Catasetum	fimbriatum		Catasetum fimbriatum	(C.Morren) Lindl.					Reis, AFS; Damasceno, L	48					2009	07	02	Southern America	Pains	Mineradora Cal Floresta	0	0	-45.6614	-20.3706	18263		0	0									<nO>Planta em cultivo no Museu de História Natural e Jardim Botânico da UFMG, número MHNJB02088. Massensini Júnior, A.; Erva epífita.; Em floresta estacional semidecídua. Área sob impacto de mineração.</nO>	BHCB058035																				
2023-06-13T20:25:44	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78277	Plantae	Monocotyledon			Bromeliaceae	Tillandsia			Tillandsia	L.		2002	08	08	Melo, PHA de; Viana, PL	7								Southern America	Pains	Fazenda Massambará.	0	0	-45.6614	-20.3706	18263		0	0									<nO>Herbácea. Rupícula. Flor violeta claro. Bráctea vermelha com ponta rosada..</nO>																					
2023-06-13T20:22:31	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78557	Plantae	Dicotyledon			Malvaceae	Urena			Urena			2002	12	30	Melo, PHA de	291								Southern America	Pains	Fazenda Amargoso.	0	0	-45.6614	-20.3706	18263		0	0									<nO>Borda de mata relacionada a afloramento calcáreo,. Arbusto 2 m. Terrestre. Inflorescência verde-rosa</nO>																					
2021-10-06T18:21:54	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	93936	Plantae	Dicotyledon			Verbenaceae	Lantana	fucata		Lantana fucata	Lindl.		2005	01	25	Melo, PHA de; Assunção, LN	1262					2005	07		Southern America	Pains	Fronteira entre os municípios de Pains e Formiga. Região das nascentes do Rio São Miguel.	-20.456194	-45.654222	-45.654222	-20.456194			700	800									<nO>Arbusto escandente, flores brancas.; Na borda de mata calcária.</nO>	BHCB058712																				
2024-05-29T12:22:38	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	94038	Plantae	Dicotyledon			Apocynaceae	Forsteronia			Forsteronia			2003	12	08	Melo, PHA de; Santos, GP	994								Southern America	Pains	Fazenda Amargoso, MG-439, km 16.	-20.387222	-45.649722	-45.649722	-20.387222			650	700									<nO>Trepadeira, látex leitoso, flores senescentes com cálice verde.; Borda de mata calcária.</nO>																					
2024-05-29T12:24:27	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	93924	Plantae	Dicotyledon			Asteraceae	Gardnerina	angustata		Gardnerina angustata	(Gardner) R.M.King & H.Rob.		2005	05	27	Melo, PHA de; Melo Júnior, EA	1354					2005			Southern America	Pains	Região do Corumbá, próximo ao Morro do Marruá, Mineração Agrocampo.	-20.348778	-45.63625	-45.63625	-20.348778			0	0									<nO>Erva ereta até 1m, anual, viscosa, saxícola, flores alvas, brácteas involucrais verdes.; Sub-bosque de mata sobre afloramento calcário.</nO>																					
2024-05-29T12:24:27	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	94026	Plantae	Dicotyledon			Asteraceae	Gardnerina	angustata		Gardnerina angustata	(Gardner) R.M.King & H.Rob.		2005	05	28	Melo, PHA de; Melo Júnior, EA	1364					2005			Southern America	Pains	Região do Corumbá, próximo ao Morro do Marruá, Mineração Agrocampo.	-20.348778	-45.63625	-45.63625	-20.348778			0	0									<nO>Erva ereta até 1m, anual, viscosa, saxícola, flores alvas, brácteas involucrais verdes.; Sub-bosque de mata sobre afloramento calcário.</nO>																					
2023-06-13T20:24:04	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78547	Plantae	Dicotyledon			Rubiaceae	Alibertia			Alibertia			2002	12	30	Melo, PHA de	281								Southern America	Pains	Fazenda Amargoso.	0	0	-45.6614	-20.3706	18263		0	0									<nO>Mata sobre afloramento calcáreo. Arbórea 5 m. Terrestre. Frutos imaturos verdes.</nO>																					
2023-06-13T20:24:24	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78550	Plantae	Dicotyledon			Sapindaceae	Allophylus	sericeus		Allophylus sericeus	(Cambess.) Radlk.		2002	12	30	Melo, PHA de	284								Southern America	Pains	Fazenda Amargoso.	0	0	-45.6614	-20.3706	18263		0	0									<nO>Borda de mata relacionada a afloramento calcáreo,. Arbórea 5 m. Terrestre. Frutos imaturos verdes.</nO>																					
2023-06-13T20:24:24	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78620	Plantae	Dicotyledon			Sapindaceae	Allophylus	sericeus		Allophylus sericeus	(Cambess.) Radlk.		2003	01	31	Melo, PHA de; Lombardi, JA	354								Southern America	Pains	Fazenda Amargoso.	0	0	-45.6614	-20.3706	18263		0	0									<nO>Borda de mata relacionada a afloramento calcáreo. Arbórea, 3m. Terrestre. Frutos imaturos vermelhos.</nO>																					
2024-05-29T12:21:56	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	81616	Plantae	Dicotyledon			Amaranthaceae	Alternanthera	brasiliana		Alternanthera brasiliana	(L.) Kuntze		2003	03	06	Melo, PHA de	444					2004	10		Southern America	Pains	Fazenda Amargoso, MG-439 km 16.	0	0	-45.6614	-20.3706	18263		0	0									<nO>Herbácea. Inflorescência amarela, brácteas creme.; Borda de afloramento calcário.</nO>	BHCB054158																				
2022-06-03T18:06:25	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78555	Plantae	Dicotyledon			Euphorbiaceae	Acalypha	communis		Acalypha communis	Müll.Arg.		2003	12	30	Melo, PHA de	289					2016	12	01	Southern America	Pains	Fazenda Amargoso., MG-439, Km 16.	-20.387222	-45.649722	-45.649722	-20.387222			0	0									<nO>Herbácea. Terrestre. Inflorescência esverdeada.; Borda de mata relacionada a afloramento calcáreo.</nO>	BHCB039752																				
2024-05-29T12:23:20	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	82035	Plantae	Dicotyledon			Asteraceae	Aldama			Aldama			2003	05	25	Melo, PHA de; Carvalho, FA; Ranieri, BD; Souza, DT; Lana, TC	634								Southern America	Pains	Fazenda Amargoso, MG-439 Km 16. Área de mineração.	-20.387222	-45.649722	-45.649722	-20.387222			750	810									<nO>Herbácea, rupestre, inflorescência amarela.; Mata sobra afloramento calcário.</nO>																					
2020-12-11T11:41:19	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	147259	Plantae	Dicotyledon			Sapindaceae	Allophylus	racemosus		Allophylus racemosus	Sw.		2008	11	28	Mansur, T	17								Southern America	Pains		-20.619167	-45.994722	-45.994722	-20.619167			0	0									<nO>Floresta estacional decidual</nO>	BHCB020172																				
2024-05-29T12:22:29	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	93968	Plantae	Dicotyledon			Apocynaceae							2005	02	27	Melo, PHA de	1301								Southern America	Pains	Fronteira entre os municípios de Pains e Formigas - Região das nascentes do Rio São Miguel.	-20.456194	-45.654222	-45.654222	-20.456194			700	800									<nO>Trepadeira, flores amarelas.; Borda de mata seca.</nO>																					
2024-05-29T12:23:23	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	88358	Plantae	Dicotyledon			Asteraceae	Aspilia			Aspilia			2004	02	16	Melo, PHA de	1089								Southern America	Pains	Fazenda Amargoso, MG-439, km 16, divisa com Francisco Gonçalves Costa.	-20.382861	-45.6495	-45.6495	-20.382861			700	750									<nO>Arbusto, flores amarelas.; Afloramento calcário.</nO>																					
2024-05-29T12:23:13	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	93976	Plantae	Dicotyledon			Asteraceae							2004	04	08	Melo, PHA de; Leite, FSF; Leal, CG	1151								Southern America	Pains	Fazenda Amargoso, MG 439 Km 16.	-20.381	-45.651222	-45.651222	-20.381			700	750									<nO>Arbusto, flores amarelas, frutos imaturos verdes.; Afloramento calcário.</nO>																					
2024-11-01T12:02:41	PreservedSpecimen	Brasil	Minas Gerais	UFES	VIES	46073	Plantae				Malvaceae	Luehea			Luehea			2018	05	21	Bovini, M.G.; J.F. Baumgratz, C.D.Ferreira, B. Valente et G. Leite	4405									Pains	Calciolândia, acompanhando a linha do trem, próximo a margem do rio São Miguel. Área de extração de calcário. 652m.	20º14'17''S	45º39'51''W	-45.6641667	-20.2380555													<nO>Árvore ca. 5m, muito frequente no local, heliófila. Folhas cartáceas, bicolores. Frutos imaturos verdes pilosos e maduros pardacentos. Material em sílica.</nO>	VIES046073																				
2024-10-29T07:30:04	PreservedSpecimen	Brasil	Minas Gerais	UEFS	HUEFS	243919	Plantae	Angiospermae			Polygonaceae	Triplaris			Triplaris			2006	11		Melo, P.H.A.	2481									Pains	Fazenda Posse Grande, proximidades da CSN.	20°21'19''S	45°35'15''w	-45.5875	-20.355278														HUEFS0243919																				
2024-10-29T07:40:51	PreservedSpecimen	Brasil	Minas Gerais	UEFS	HUEFS	94261	Plantae	Angiospermae			Leguminosae Subfam. Papilionoideae	Swartzia	apetala	var. glabra	Swartzia apetala var. glabra	(Vogel) R.S.Cowan		2003	01	31	Melo, P.H.A.	368				V.F.Mansano	2009	11			Pains	Fazenda Amargoso, MG 439 km 16.	20°23'14''S	45°38'59''W	-45.649722	-20.387222														HUEFS0094261																				
2024-10-29T07:40:24	PreservedSpecimen	Brasil	Minas Gerais	UEFS	HUEFS	130652	Plantae	Angiospermae			Leguminosae Subfam. Papilionoideae	Myroxylon	peruiferum		Myroxylon peruiferum	L.f.		2006	07	12	Borges, R.A.X.	175				M.V.Freitas					Pains	Mineração Vale de São Miguel.	20°21'26''S	45°40'26''W	-45.673889	-20.357222			688	688										HUEFS0130652																				
2024-10-29T07:37:52	PreservedSpecimen	Brasil	Minas Gerais	UEFS	HUEFS	245349	Plantae	Angiospermae			Leguminosae Subfam. Caesalpinioideae (Mimosoide)	Senegalia			Senegalia			2006	10		Melo, P.H.A.	2444									Pains	Fazenda Posse Grande, proximidades da CSN.	20°20'8''S	45°35'15''W	-45.5875	-20.335556														HUEFS0245349																				
2024-10-29T07:38:00	PreservedSpecimen	Brasil	Minas Gerais	UEFS	HUEFS	128103	Plantae	Angiospermae			Leguminosae Subfam. Caesalpinioideae (Mimosoide)	Senegalia	loretensis		Senegalia loretensis	(J.F.Macbr.) Seigler & Ebinger		2006	07	12	Borges, R.A.X.	229				D.S.Seigler & P.G.Ribeiro	2018	02			Pains	Mineração Vale do São &nf;Miguel.	20°21'35''S	45°40'26''W	-45.673889	-20.359722														HUEFS0128103																				
2024-10-29T07:38:04	PreservedSpecimen	Brasil	Minas Gerais	UEFS	HUEFS	94258	Plantae	Angiospermae			Leguminosae Subfam. Caesalpinioideae (Mimosoide)	Senegalia	tenuifolia		Senegalia tenuifolia	(L.) Britton & Rose		2004	02	15	Melo, P.H.A.	995				D.S.Seigler & P.G.Ribeiro	2018	02			Pains	Fazenda Amargoso, MG 439 km 16.	20°22'55''S	20°23'5''W	-20.384722	-20.381944			650	700										HUEFS0094258																				
2024-10-29T07:36:58	PreservedSpecimen	Brasil	Minas Gerais	UEFS	HUEFS	245347	Plantae	Angiospermae			Leguminosae Subfam. Caesalpinioideae (Mimosoide)	Inga	marginata		Inga marginata	Willd.		2006	10		Melo, P.H.A.	2445				L.P.de Queiroz	2018	12			Pains	Fazenda Posse Grande, proximidades da CSN.	20°20'8''S	45°35'15''W	-45.5875	-20.335556														HUEFS0245347																				
2024-10-29T07:40:01	PreservedSpecimen	Brasil	Minas Gerais	UEFS	HUEFS	245344	Plantae	Angiospermae			Leguminosae Subfam. Papilionoideae	Lonchocarpus	cultratus		Lonchocarpus cultratus	(Vell.) A.M.G.Azevedo & H.C.Lima		2005	12	29	Melo, P.H.A.	1405				L.P.de Queiroz	2018	12			Pains	Morro do Marruá, afloramentos marginais à estrada de terra Pains-Arcos.	20°21'53''S	45°40'12''W	-45.67	-20.364722			676	676										HUEFS0245344																				
