"type"|"right"|"occurrenceID_GBIF"|"rightsHolder"|"modified"|"institutionCode"|"collectionCode"|"catalogNumber"|"recordNumber"|"recordedBy"|"eventDate"|"year"|"month"|"day"|"occurrenceRemarks"|"fieldNotes"|"country"|"stateProvince"|"municipality"|"locality"|"minimumElevationInMeters"|"maximumElevationInMeters"|"verbatimLatitude"|"verbatimLongitude"|"decimalLatitude"|"decimalLongitude"|"identifiedBy"|"dateIdentified"|"identificationRemarks"|"identificationQualifier"|"typeStatus"|"scientifname"|"family"|"genus"|"specificEpithet"|"infraspecificEpithet"|"taxonRank"|"scientificNameAuthorship"|"Clado"|"fieldnumber"|"kingdom"|"phylum"|"otherCatalogNumbers"
"Collection"|"Creative Commons"|"urn:catalog:RB:115263"|"RB"|"2017-10-17"|"RB"|"RB"|"RB00115263"|"995"|"P.H.A. Melo"|"2003-12-8"|"2003"|"12"|"8"|"Trepadeira na borda de mata calcária, flores e estames amarelos, botões verdes."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG 439 Km 16."|"650"|""|""|""|""|""|"Santos, V.T"|"11/2009"|""|""|""|"Acacia tenuifolia (L.) Willd."|"LEGUMINOSAE"|"Acacia"|"tenuifolia"|""|"specie"|"(L.) Willd."|"Angiospermas"|""|"Plantae"|""|"RB 409941"
"Collection"|"Creative Commons"|"urn:catalog:RB:534576"|"RB"|"2017-10-16"|"RB"|"RB"|"RB00534576"|"1193"|"P. H. A. Melo"|"2004-5-8"|"2004"|"5"|"8"|"Trepadeira na borda de mata calcária, corola azulada com base branca, cálice verde."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG-439, KM 16."|"670 msm"|""|""|""|"-20.3808334"|"-45.6336111"|"R.S. Bianchini"|"11/3/2010"|""|""|""|"Ipomoea indica (Burm.) Merr."|"CONVOLVULACEAE"|"Ipomoea"|"indica"|""|"specie"|"(Burm.) Merr."|"Angiospermas"|""|"Plantae"|""|"RB 471956"
"Collection"|"Creative Commons"|"urn:catalog:RB:1416226"|"RB"|"2022-10-20"|"RB"|"RB"|"RB01416226"|"4409"|"M.G.Bovini"|"2018-5-21"|"2018"|"5"|"21"|"Subarbusto heliófilo ca. 1,80m em grande população. Folhas membranáceas, levemente discolores. Corola amarela. Tricomas simples longos nos ramos. Mericarpos pardacentos."|""|"Brasil"|"Minas Gerais"|"Pains"|"Estrada de chão, próximo ao rio São Miguel. 659m."|""|""|""|""|"-20.2608333"|"-45.6686111"|"M.G.Bovini"|"9/2022"|""|""|""|"Sida glutinosa Comm. ex Cav."|"MALVACEAE"|"Sida"|"glutinosa"|""|"specie"|"Comm. ex Cav."|"Angiospermas"|""|"Plantae"|""|"RB 791817"
"Collection"|"Creative Commons"|"urn:catalog:RB:416572"|"RB"|"2017-10-19"|"RB"|"RB"|"RB00416572"|"197"|"R. A. X. Borges"|"2006-7-14"|"2006"|"7"|"14"|"Arbusto apoiante, folílolos levem discolores, frutos vermelhos, brilhantes."|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel."|"711 m"|""|""|""|"-20.3558333"|"-45.6683334"|"R. A. X. B."|"3/8/2006"|""|""|""|"Hamelia patens Jacq."|"RUBIACEAE"|"Hamelia"|"patens"|""|"specie"|"Jacq."|"Angiospermas"|""|"Plantae"|""|"RB 427746"
"Collection"|"Creative Commons"|"urn:catalog:RB:653902"|"RB"|"2020-08-14"|"RB"|"RB"|"RB00653902"|"759"|"P.H.A. Melo"|"2003-7-6"|"2003"|"7"|"6"|"trepadeira, rupestre, flor vermelho-claro."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG 439 Km 16."|""|""|""|""|"-20.3872222"|"-45.6497222"|""|""|""|""|""|"Justicia"|"ACANTHACEAE"|"Justicia"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 440889"
"Collection"|"Creative Commons"|"urn:catalog:RB:417646"|"RB"|"2017-10-18"|"RB"|"RB"|"RB00417646"|"183"|"R. A. X. Borges"|"2006-7-13"|"2006"|"7"|"13"|"Arbusto ereto, 1,8 m; pétalas brancas e estames amarelados; frutos de alas verde - amareladas."|""|"Brasil"|"Minas Gerais"|"Pains"|"Minerão Vale do São Miguel."|"720 m."|""|""|""|"-20.3541667"|"-45.6733334"|"E. L. Jacques"|"8/2006"|""|""|""|"Begonia reniformis Dryand."|"BEGONIACEAE"|"Begonia"|"reniformis"|""|"specie"|"Dryand."|"Angiospermas"|""|"Plantae"|""|"RB 427354"
"Collection"|"Creative Commons"|"urn:catalog:RB:1416405"|"RB"|"2022-09-14"|"RB"|"RB"|"RB01416405"|"4411"|"M.G. Bovini"|"2018-5-21"|"2018"|"5"|"21"|"Trepadeira semi-heliófila. Folhas cartáceas, levemente bicolores. Botões alvacentos com flores alvas."|""|"Brasil"|"Minas Gerais"|"Pains"|"Estrada de chão para Pains, próximo ao Rio São Miguel. 660m"|""|""|""|""|"-20.2608333"|"-45.6686111"|"M.D.F. Araújo"|"15/8/2022"|""|""|""|"Doliocarpus dentatus (Aubl.) Standl. ssp. dentatus"|"DILLENIACEAE"|"Doliocarpus"|"dentatus"|"dentatus"|"ssp."|"(Aubl.) Standl."|"Angiospermas"|""|"Plantae"|""|"RB 791991"
"Collection"|"Creative Commons"|"urn:catalog:RB:1416225"|"RB"|"2023-01-23"|"RB"|"RB"|"RB01416225"|"4408"|"M.G.Bovini"|"2018-5-21"|"2018"|"5"|"21"|"Escandente semi-heliófilo. Folhas membranáceas, concolores. Flores esverdeadas. Rara no local."|""|"Brasil"|"Minas Gerais"|"Pains"|"Estrada de chão, próximo ao rio São Miguel. 659m. Área de extração de calcário."|""|""|""|""|"-20.2827778"|"-45.6630556"|"R.S.Couto"|"2022"|""|""|""|"Dioscorea multiflora Mart. ex Griseb."|"DIOSCOREACEAE"|"Dioscorea"|"multiflora"|""|"specie"|"Mart. ex Griseb."|"Angiospermas"|""|"Plantae"|""|"RB 791816"
"Collection"|"Creative Commons"|"urn:catalog:RB:418843"|"RB"|"2017-10-18"|"RB"|"RB"|"RB00418843"|"200"|"R. A. X. Borges"|"2006-7-14"|"2006"|"7"|"14"|"Árvore, 15 m, ramos suculentos, folhas discolores, alvo - esverdeadas abaxialmente, pecíolos e nervura central rosados. Eixo da inflorescência, tépalas e androceu creme ovário verde."|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel."|"711 m."|""|""|""|"-20.3558333"|"-45.6683334"|""|""|""|""|""|"Phytolacca"|"PHYTOLACCACEAE"|"Phytolacca"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 429348"
"Collection"|"Creative Commons"|"urn:catalog:RB:157844"|"RB"|"2014-07-08"|"RB"|"RB"|"RB00157844"|"1119"|"P.H.A.Melo"|"2004-3-3"|"2004"|"3"|"3"|"Arbórea na borda sul da mata seca, flores amarelas."|""|"Brasil"|"Minas Gerais"|"Pains"|"Faznda Amargoso, MG 439 Km 16."|""|""|""|""|"-20.3811111"|"-45.6622222"|""|""|""|""|""|"Senna"|"LEGUMINOSAE"|"Senna"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 409932"
"Collection"|"Creative Commons"|"urn:catalog:RB:115253"|"RB"|"2017-11-19"|"RB"|"RB"|"RB00115253"|"635"|"P.H.A. Melo"|"2003-5-25"|"2003"|"5"|"25"|""|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda  Amargoso,  MG  439  Km  16."|"750"|""|""|""|""|""|""|""|""|""|""|"Calliandra foliosa Benth."|"LEGUMINOSAE"|"Calliandra"|"foliosa"|""|"specie"|"Benth."|"Angiospermas"|""|"Plantae"|""|"RB 409948"
"Collection"|"Creative Commons"|"urn:catalog:RB:1430412"|"RB"|"2020-03-05"|"RB"|"RB"|"RB01430412"|"88"|"B. Valente"|"2018-5-21"|"2018"|"5"|"21"|"Folhas verdes concolores, flores vermelhas com centro da corola amarelo."|""|"Brasil"|"Minas Gerais"|"Arcos"|"Calciolândia. Estrada Calciolândia x Pains."|""|""|""|""|"-20.2411111"|"-45.6666667"|"B. Valente"|"5/2018"|""|""|""|"CONVOLVULACEAE"|"CONVOLVULACEAE"|""|""|""|"family"|""|"Angiospermas"|""|"Plantae"|""|"RB 804371"
"Collection"|"Creative Commons"|"urn:catalog:RB:861282"|"RB"|"2017-10-10"|"RB"|"RB"|"RB00861282"|"13"|"T. Mansur"|"2008-11-28"|"2008"|"11"|"28"|""|""|"Brasil"|"Minas Gerais"|"Pains"|""|""|""|""|""|"-20.6191667"|"-45.9947222"|""|""|""|"cf."|""|"Piper amalago L."|"PIPERACEAE"|"Piper"|"amalago"|""|"specie"|"L."|"Angiospermas"|""|"Plantae"|""|"RB 600552"
"Collection"|"Creative Commons"|"urn:catalog:RB:1430413"|"RB"|"2022-07-15"|"RB"|"RB"|"RB01430413"|"89"|"B. Valente"|"2018-5-21"|"2018"|"5"|"21"|"Folhas verdes discolores, flores rosa-magenta, anteras alvas."|""|"Brasil"|"Minas Gerais"|"Iguatama"|"Estrada Calciolândia x Pains."|"645"|""|""|""|"-20.2647222"|"-45.6691667"|"B. Valente"|"5/2018"|""|""|""|"CONVOLVULACEAE"|"CONVOLVULACEAE"|""|""|""|"family"|""|"Angiospermas"|""|"Plantae"|""|"RB 804372"
"Collection"|"Creative Commons"|"urn:catalog:RB:526306"|"RB"|"2022-05-25"|"RB"|"RB"|"RB00526306"|"625"|"P. H. A. Melo "|"2003-5-25"|"2003"|"5"|"25"|"Trepadeira, terrestre, frutos imaturos verdes. "|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG 439 km 16."|"Ca. 750-810 m."|""|""|""|"-20.3872222"|"-45.6497222"|"H.Medeiros"|"23/5/2022"|""|""|""|"Thinouia ternata Radlk."|"SAPINDACEAE"|"Thinouia"|"ternata"|""|"specie"|"Radlk."|"Angiospermas"|""|"Plantae"|""|"RB 466257"
"Collection"|"Creative Commons"|"urn:catalog:RB:490173"|"RB"|"2017-10-19"|"RB"|"RB"|"RB00490173"|"641"|"P. H. A. Melo "|"2003-5-25"|"2003"|"5"|"25"|"Herbácea, terrestre, frutos imaturos verdes"|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG 439 km 16. ."|"Ca. 750 - 810 m"|""|""|""|"-20.3872222"|"-45.6497222"|"P. H. A. Melo "|"2005"|""|""|""|"Hyptis mutabilis (Rich.) Briq."|"LAMIACEAE"|"Hyptis"|"mutabilis"|""|"specie"|"(Rich.) Briq."|"Angiospermas"|""|"Plantae"|""|"RB 442478"
"Collection"|"Creative Commons"|"urn:catalog:RB:115258"|"RB"|"2017-10-18"|"RB"|"RB"|"RB00115258"|"580"|"P.H.A. Melo"|"2003-4-16"|"2003"|"4"|"16"|""|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG 439 Km 16."|"750"|""|""|""|""|""|"Haroldo C. de Lima"|"3/2005"|""|""|""|"Anadenanthera peregrina (L.) Speg."|"LEGUMINOSAE"|"Anadenanthera"|"peregrina"|""|"specie"|"(L.) Speg."|"Angiospermas"|""|"Plantae"|""|"RB 409945"
"Collection"|"Creative Commons"|"urn:catalog:RB:556586"|"RB"|"2014-07-07"|"RB"|"RB"|"RB00556586"|"367"|"P. H. A. Melo "|"2003-1-31"|"2003"|"1"|"31"|"Trepadeira. Terrestre. Inflorescência laranja. Látex leitoso."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG 439 km 16."|""|""|""|""|"-20.3872222"|"-45.6497222"|"J.F. Morales"|"25/5/2009"|""|""|""|"Prestonia riedelii (Müll.Arg.) Markgr."|"APOCYNACEAE"|"Prestonia"|"riedelii"|""|"specie"|"(Müll.Arg.) Markgr."|"Angiospermas"|""|"Plantae"|""|"RB 479118"
"Collection"|"Creative Commons"|"urn:catalog:RB:546194"|"RB"|"2020-02-21"|"RB"|"RB"|"RB00546194"|"1348"|"P.H.A. Melo"|"2005-5-19"|"2005"|"5"|"19"|"Arbusto 5 metros de altura., frutos imaturos verdes. "|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Timburé, área de mineração da empresa CastroCal.."|""|""|""|""|"-20.4058333"|"-45.6536111"|"Ronaldo Marquete"|"2/2020"|""|""|""|"Monteverdia gonoclada (Mart.) Biral"|"CELASTRACEAE"|"Monteverdia"|"gonoclada"|""|"specie"|"(Mart.) Biral"|"Angiospermas"|""|"Plantae"|""|"RB 474719"
"Collection"|"Creative Commons"|"urn:catalog:RB:424412"|"RB"|"2017-10-19"|"RB"|"RB"|"RB00424412"|"216"|"R.A.X. Borges"|"2006-7-11"|"2006"|"7"|"11"|"Arbusto, 2 m, brácteas invol verdes de ápice vináceo, pappus alvo, corola lilás, anteras cremes e estilites lilases."|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel. Proximo do Rio São Miguel."|"629 m"|""|""|""|"-20.3711111"|"-45.6691667"|""|""|""|""|""|"Vernonanthura"|"ASTERACEAE"|"Vernonanthura"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 427351"
"Collection"|"Creative Commons"|"urn:catalog:RBcarpo:772884"|"RBcarpo"|"2013-05-16"|"RB"|"RB"|"RBcarpo00772884"|"195"|"R.A.X. Borges"|"2006-7-14"|"2006"|"7"|"14"|"Liana escandente, ramos verdes-claros, folhas levemente discolores, frutos carnosos, verdes  claros"|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel."|"711 m"|""|""|""|"-20.3558333"|"-45.6683334"|""|""|""|""|""|"Canavalia grandiflora Benth."|"LEGUMINOSAE"|"Canavalia"|"grandiflora"|""|"specie"|"Benth."|"Angiospermas"|""|"Plantae"|""|"RBcarpo 6341"
"Collection"|"Creative Commons"|"urn:catalog:RB:420059"|"RB"|"2024-09-13"|"RB"|"RB"|"RB00420059"|"225"|"R.A.X. Borges"|"2006-7-12"|"2006"|"7"|"12"|"Arbusto ereto, 2 metro, frutos verdes."|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel."|"613"|""|""|""|"-20.3597222"|"-45.6738889"|""|""|""|""|""|"Gouania"|"RHAMNACEAE"|"Gouania"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 430689"
"Collection"|"Creative Commons"|"urn:catalog:RB:583148"|"RB"|"2014-07-07"|"RB"|"RB"|"RB00583148"|"1219"|"P.H. A. Melo"|"2004-5-26"|"2004"|"5"|"26"|"Arbusto no subosque de mata sobre afloramento calcário, frutos maduros albos."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG 439 Km 16."|""|""|""|""|"-20.3808334"|"-45.6511111"|"D.Zappi"|"5/2014"|""|""|""|"Rudgea recurva Müll.Arg."|"RUBIACEAE"|"Rudgea"|"recurva"|""|"specie"|"Müll.Arg."|"Angiospermas"|""|"Plantae"|""|"RB 440292"
"Collection"|"Creative Commons"|"urn:catalog:RB:416702"|"RB"|"2017-10-19"|"RB"|"RB"|"RB00416702"|"186"|"R. A. X. Borges"|"2006-7-13"|"2006"|"7"|"13"|"Árvore, 10 m, folhas levemente discolores, pouca quantidade de látex. Sicônios verdes pintados de castanhos."|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale de São Miguel."|"720 m"|""|""|""|"-20.3541667"|"-45.6733334"|"A.F.P. Machado"|"20/1/2010"|""|""|""|"Ficus guaranitica Chodat"|"MORACEAE"|"Ficus"|"guaranitica"|""|"specie"|"Chodat"|"Angiospermas"|""|"Plantae"|""|"RB 427373"
"Collection"|"Creative Commons"|"urn:catalog:RB:490876"|"RB"|"2017-10-19"|"RB"|"RB"|"RB00490876"|"1000"|"P. H. A. Melo "|"2003-12-8"|"2003"|"12"|"8"|"Arbusto próximo a mina d´água, frutos imaturos verdes"|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG 439 km 16."|"Ca. 650 - 700 m"|""|""|""|"-20.3819445"|"-45.6511111"|"P. H. A. Melo "|"6/2005"|""|""|""|"Solanum paniculatum L."|"SOLANACEAE"|"Solanum"|"paniculatum"|""|"specie"|"L."|"Angiospermas"|""|"Plantae"|""|"RB 441199"
"Collection"|"Creative Commons"|"urn:catalog:RB:490140"|"RB"|"2014-07-22"|"RB"|"RB"|"RB00490140"|"1343"|"P. H. A. Melo "|"2005-5-19"|"2005"|"5"|"19"|"Erva crescendo sobre afloramento calcário, inflorescência creme, brácteas"|""|"Brasil"|"Minas Gerais"|"Pains"|"Timburé, área de mineração da empresa CastroCal."|""|""|""|""|"-20.4058333"|"-45.6536111"|"Marccus Alves"|"7/2007"|""|""|""|"Rhynchospora pubera (Vahl) Boeckeler"|"CYPERACEAE"|"Rhynchospora"|"pubera"|""|"specie"|"(Vahl) Boeckeler"|"Angiospermas"|""|"Plantae"|""|"RB 442475"
"Collection"|"Creative Commons"|"urn:catalog:RB:419167"|"RB"|"2017-10-04"|"RB"|"RB"|"RB00419167"|"206"|"R. A. X. Borges"|"2006-7-11"|"2006"|"7"|"11"|"Arbusto, 1,5 m; cálice verde, corola vermelha, filetes brancos, anteras castanhas efrutos nigrescentes."|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel."|""|""|""|""|"-20.3663889"|"-45.6697223"|"Sheila Regina Profice"|"2008"|""|""|""|"Justicia brasiliana Roth"|"ACANTHACEAE"|"Justicia"|"brasiliana"|""|"specie"|"Roth"|"Angiospermas"|""|"Plantae"|""|"RB 427370"
"Collection"|"Creative Commons"|"urn:catalog:RB:419441"|"RB"|"2017-10-14"|"RB"|"RB"|"RB00419441"|"201"|"R. A. X Borges"|"2006-7-14"|"2006"|"7"|"14"|"Arbusto, 1,7 m, folhas levem discolores, cálice verde, corola lilás, com traços brancos internamente, estilete alvo e anteras semelhantes a corola."|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel."|"711"|""|""|""|"-20.3558333"|"-45.6683334"|""|""|""|""|""|"Justicia"|"ACANTHACEAE"|"Justicia"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 429349"
"Collection"|"Creative Commons"|"urn:catalog:RB:533817"|"RB"|"2017-10-18"|"RB"|"RB"|"RB00533817"|"1196"|"P. H. A. Melo"|"2004-5-8"|"2004"|"5"|"8"|"Herbácea sobre afloramento calcário, flores róseas."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG 439 km 16."|"Ca. 670 m."|""|""|""|"-20.3808334"|"-45.6511111"|"Profice"|"2008"|""|""|""|"Justicia lythroides (Nees) V.A.W.Graham"|"ACANTHACEAE"|"Justicia"|"lythroides"|""|"specie"|"(Nees) V.A.W.Graham"|"Angiospermas"|""|"Plantae"|""|"RB 440898"
"Collection"|"Creative Commons"|"urn:catalog:RB:483883"|"RB"|"2018-03-21"|"RB"|"RB"|"RB00483883"|"1361"|"P.H.A. Melo"|"2005-5-28"|"2005"|"5"|"28"|"Arbusto, frutos imaturos verdes."|""|"Brasil"|"Minas Gerais"|"Pains"|"Reg. do Corumbá, próximo ao Morro do Marruá, Mineração Agrocampo."|""|""|""|""|"-20.3491666"|"-45.6363889"|"D.S. Seigler"|"2018"|""|""|""|"Senegalia paraensis (Ducke) Seigler & Ebinger"|"LEGUMINOSAE"|"Senegalia"|"paraensis"|""|"specie"|"(Ducke) Seigler & Ebinger"|"Angiospermas"|""|"Plantae"|""|"RB 440688"
"Collection"|"Creative Commons"|"urn:catalog:RB:859715"|"RB"|"2017-10-10"|"RB"|"RB"|"RB00859715"|"5"|"T. Mansur"|"2008-11-28"|"2008"|"11"|"28"|""|""|"Brasil"|"Minas Gerais"|"Pains"|""|""|""|""|""|"-20.6191667"|"-45.9947222"|""|""|""|""|""|"Machaerium scleroxylon Tul."|"LEGUMINOSAE"|"Machaerium"|"scleroxylon"|""|"specie"|"Tul."|"Angiospermas"|""|"Plantae"|""|"RB 600064"
"Collection"|"Creative Commons"|"urn:catalog:RB:416573"|"RB"|"2017-10-18"|"RB"|"RB"|"RB00416573"|"146"|"R. A. X. Borges"|"2006-7-11"|"2006"|"7"|"11"|"Arbusto ereto, 1,8 m. pétalas brancas e estames amarelos; frutos esverdeados."|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel."|"639 m."|""|""|""|"-20.3663889"|"-45.6697223"|"E.L. Jacques"|"8/2006"|""|""|""|"Begonia reniformis Dryand."|"BEGONIACEAE"|"Begonia"|"reniformis"|""|"specie"|"Dryand."|"Angiospermas"|""|"Plantae"|""|"RB 427748"
"Collection"|"Creative Commons"|"urn:catalog:RB:416987"|"RB"|"2017-10-18"|"RB"|"RB"|"RB00416987"|"161"|"R. A. X. Borges"|"2006-7-12"|"2006"|"7"|"12"|"Arvoreta, 2,5 m, folhas levem discolores, inflorecência verdes e flores alvas."|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Migual."|"613 m"|""|""|""|"-20.3597222"|"-45.6738889"|"E. Guimarães"|"2006"|""|""|""|"Piper aduncum L."|"PIPERACEAE"|"Piper"|"aduncum"|""|"specie"|"L."|"Angiospermas"|""|"Plantae"|""|"RB 427352"
"Collection"|"Creative Commons"|"urn:catalog:RB:523429"|"RB"|"2017-10-19"|"RB"|"RB"|"RB00523429"|"1203"|"P. H. A. Melo"|"2004-5-8"|"2004"|"5"|"8"|"Arbórea na borda de mata calcária; flores creme com odor doce."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG 439 (Km 16)."|"670 m"|""|""|""|""|""|"Rubens L.G. Coelho"|"31/5/2010"|""|""|""|"Cupania"|"SAPINDACEAE"|"Cupania"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 464501"
"Collection"|"Creative Commons"|"urn:catalog:RB:419988"|"RB"|"2017-10-14"|"RB"|"RB"|"RB00419988"|"184"|"R. A. X. Borges"|"2006-7-13"|"2006"|"7"|"13"|"Arvoreta, 4 m, folhas verticiladas nas extremidades dos ramos apenas. Frutos esverdeados."|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel."|"720"|""|""|""|"-20.3541667"|"-45.6733334"|""|""|""|""|""|"Pilocarpus spicatus A.St.-Hil."|"RUTACEAE"|"Pilocarpus"|"spicatus"|""|"specie"|"A.St.-Hil."|"Angiospermas"|""|"Plantae"|""|"RB 430581"
"Collection"|"Creative Commons"|"urn:catalog:RB:1424534"|"RB"|"2019-12-05"|"RB"|"RB"|"RB01424534"|"5111 A"|"Inhotim"|"2012-6-1"|"2012"|"6"|"1"|"Folhas concolores, verde claras; bainha branca amarelada, com manhas arroxeadas na face interna. Escapo roxo com base branca. Brácteas roxas e rosas, com indumento. Sépalas esverdeadas, pétalas amarelas e anteras amarelas. Coletada em cultivo no Bromeliário do JBRJ (RBvb_1646), no dia 24 de setembro de 2019, por Brenda Carvalho."|""|"Brasil"|"Minas Gerais"|"Pains"|""|""|""|""|""|""|""|""|""|""|""|""|"Aechmea bromeliifolia (Rudge) Baker"|"BROMELIACEAE"|"Aechmea"|"bromeliifolia"|""|"specie"|"(Rudge) Baker"|"Angiospermas"|""|"Plantae"|""|"RB 799846"
"Collection"|"Creative Commons"|"urn:catalog:RB:527020"|"RB"|"2017-10-15"|"RB"|"RB"|"RB00527020"|"1035"|"P. H. A. Melo"|"2003-12-31"|"2003"|"12"|"31"|"Arbusto na borda de mata seca, inflorescência verde; frutos imaturos verdes."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Faroeste, margem esquerda do Rio São Miguel."|"680-780 msm"|""|""|""|"-20.2636111"|"-45.6702778"|"I. Cordeiro"|"3/2009"|""|""|""|"Croton gracilipes Baill."|"EUPHORBIACEAE"|"Croton"|"gracilipes"|""|"specie"|"Baill."|"Angiospermas"|""|"Plantae"|""|"RB 466642"
"Collection"|"Creative Commons"|"urn:catalog:RB:420027"|"RB"|"2017-10-14"|"RB"|"RB"|"RB00420027"|"226"|"R. X. A. Borges"|"2006-7-12"|"2006"|"7"|"12"|"Árvore, 8 m, folhas levem discolores, flores creme- esverdeadas; odor melífero."|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel."|"613"|""|""|""|"-20.3597222"|"-45.6738889"|"R. Marquete"|"8/8/2006"|""|""|""|"Casearia sylvestris Sw."|"FLACOURTIACEAE"|"Casearia"|"sylvestris"|""|"specie"|"Sw."|"Angiospermas"|""|"Plantae"|""|"RB 427357"
"Collection"|"Creative Commons"|"urn:catalog:RB:115226"|"RB"|"2017-10-18"|"RB"|"RB"|"RB00115226"|"1234"|"P.H.A. Melo"|"2004-7-29"|"2004"|"7"|"29"|""|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG 439 Km 16."|"680"|""|""|""|""|""|"Haroldo C. de Lima"|"3/2005"|""|""|""|"Myroxylon peruiferum L.f."|"LEGUMINOSAE"|"Myroxylon"|"peruiferum"|""|"specie"|"L.f."|"Angiospermas"|""|"Plantae"|""|"RB 409968"
"Collection"|"Creative Commons"|"urn:catalog:RB:275162"|"RB"|"2017-10-15"|"RB"|"RB"|"RB00275162"|"636"|"P.H.A.Melo"|"2003-5-25"|"2003"|"5"|"25"|"herbácea, rupestre, espiga verde, folhas avermelhadas"|""|"Brasil"|"Minas Gerais"|"Pains"|"Faz.Amargoso MG 439 km 16."|"750-810 m"|""|""|""|"-20.3872222"|"-45.6497222"|"M. Carvalho-Silva "|"5/2010"|""|""|""|"Peperomia blanda (Jacq.) Kunth"|"PIPERACEAE"|"Peperomia"|"blanda"|""|"specie"|"(Jacq.) Kunth"|"Angiospermas"|""|"Plantae"|""|"RB 399855"
"Collection"|"Creative Commons"|"urn:catalog:RB:420955"|"RB"|"2017-10-18"|"RB"|"RB"|"RB00420955"|"193"|"R. A. X. Borges"|"2006-7-13"|"2006"|"7"|"13"|"Arvoreta, 5 m, folhas levem discolores, tépalas alvo - esverdeadas, androceu e gineceu alvos."|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel."|"680 m."|""|""|""|"-20.3538889"|"-45.6683334"|"R. A. X. Borges"|""|""|""|""|"Chrysophyllum gonocarpum (Mart. & Eichler ex Miq.) Engl."|"SAPOTACEAE"|"Chrysophyllum"|"gonocarpum"|""|"specie"|"(Mart. & Eichler ex Miq.) Engl."|"Angiospermas"|""|"Plantae"|""|"RB 432163"
"Collection"|"Creative Commons"|"urn:catalog:RB:525446"|"RB"|"2017-10-16"|"RB"|"RB"|"RB00525446"|"795"|"P. H. A. Melo"|"2003-8-9"|"2003"|"8"|"9"|"Arbusto escandante em sub-bosque de mata calcária; flores brancas, odor diurno doce suave."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG-439, KM 16."|"750 msm"|""|""|""|"-20.3930555"|"-45.6463889"|""|""|""|""|""|"Eupatorium"|"ASTERACEAE"|"Eupatorium"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 465658"
"Collection"|"Creative Commons"|"urn:catalog:RB:525448"|"RB"|"2014-07-22"|"RB"|"RB"|"RB00525448"|"436"|"P. H. A. Melo"|"2003-3-6"|"2003"|"3"|"6"|"Sobre afloramento calcário, arbusto de 1,5 m de altura; rupestre; inflorescência amarela."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG-439, KM 16."|""|""|""|""|"-20.3872222"|"-45.6497222"|""|""|""|""|""|"Dimerostemma"|"ASTERACEAE"|"Dimerostemma"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 465660"
