"type"|"right"|"occurrenceID_GBIF"|"rightsHolder"|"modified"|"institutionCode"|"collectionCode"|"catalogNumber"|"recordNumber"|"recordedBy"|"eventDate"|"year"|"month"|"day"|"occurrenceRemarks"|"fieldNotes"|"country"|"stateProvince"|"municipality"|"locality"|"minimumElevationInMeters"|"maximumElevationInMeters"|"verbatimLatitude"|"verbatimLongitude"|"decimalLatitude"|"decimalLongitude"|"identifiedBy"|"dateIdentified"|"identificationRemarks"|"identificationQualifier"|"typeStatus"|"scientifname"|"family"|"genus"|"specificEpithet"|"infraspecificEpithet"|"taxonRank"|"scientificNameAuthorship"|"Clado"|"fieldnumber"|"kingdom"|"phylum"|"otherCatalogNumbers"
"Collection"|"Creative Commons"|"urn:catalog:RB:523436"|"RB"|"2014-07-07"|"RB"|"RB"|"RB00523436"|"512"|"P. H. A. Melo"|"2003-3-22"|"2003"|"3"|"22"|"Borda de afloramento calcáreo, trepadeira, terrestre; influorescência branca-creme; frutos imaturos verdes."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazendo Amargoso, MG 439 (Km 16)."|""|""|""|""|""|""|"Maria S. Ferrucci"|"2013"|""|""|""|"Serjania meridionalis Cambess."|"SAPINDACEAE"|"Serjania"|"meridionalis"|""|"specie"|"Cambess."|"Angiospermas"|""|"Plantae"|""|"RB 464506"
"Collection"|"Creative Commons"|"urn:catalog:RB:1430431"|"RB"|"2022-07-15"|"RB"|"RB"|"RB01430431"|"90"|"B. Valente"|"2018-5-21"|"2018"|"5"|"21"|"Folhas verdes discolores, flores com corola, anteras e estigma lilás."|""|"Brasil"|"Minas Gerais"|"Iguatama"|"Estrada Calciolândia x Pains."|"645"|""|""|""|"-20.2647222"|"-45.6691667"|"B. Valente"|"5/2018"|""|""|""|"Pleroma stenocarpum (Schrank et Mart. ex DC.) Triana"|"MELASTOMATACEAE"|"Pleroma"|"stenocarpum"|""|"specie"|"(Schrank et Mart. ex DC.) Triana"|"Angiospermas"|""|"Plantae"|""|"RB 804390"
"Collection"|"Creative Commons"|"urn:catalog:RB:438726"|"RB"|"2018-03-06"|"RB"|"RB"|"RB00438726"|"221"|"R.A.X.Borges"|"2006-7-12"|"2006"|"7"|"12"|"Árvore, folhas crassas, amareladas, frutos verdes. "|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel."|"613 m"|""|""|""|"-20.3597222"|"-45.6738889"|"ZAMENGO,H.B.S."|"11/12/2017"|""|""|""|"Celtis pubescens (Kunth) Spreng."|"ULMACEAE"|"Celtis"|"pubescens"|""|"specie"|"(Kunth) Spreng."|"Angiospermas"|""|"Plantae"|""|"RB 428253"
"Collection"|"Creative Commons"|"urn:catalog:RB:583822"|"RB"|"2014-07-07"|"RB"|"RB"|"RB00583822"|"1092"|"P.H.A. Melo"|"2004-2-16"|"2004"|"2"|"16"|"Arbusto escandente no interior de mata seca, frutos imaturos verdes."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG 439 kM 16, divisa com Francisco Gonçalves Costa."|""|""|""|""|""|""|"P.H.A. Melo"|"6/2005"|""|"cf."|""|"Chomelia pohliana Müll.Arg."|"RUBIACEAE"|"Chomelia"|"pohliana"|""|"specie"|"Müll.Arg."|"Angiospermas"|""|"Plantae"|""|"RB 440298"
"Collection"|"Creative Commons"|"urn:catalog:RB:851866"|"RB"|"2021-08-23"|"RB"|"RB"|"RB00851866"|"1218"|"P.H.A. Melo"|"2004-6-26"|"2004"|"6"|"26"|"Arbusto sobre afloramento calcário; flores verdes"|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG 439 km 16."|"670m"|""|""|""|"-20.3666667"|"-20.3833333"|"J.R. Stehmann"|"10/2004"|""|""|""|"Dyssochroma viridiflorum (Sims) Miers"|"SOLANACEAE"|"Dyssochroma"|"viridiflorum"|""|"specie"|"(Sims) Miers"|"Angiospermas"|""|"Plantae"|""|"RB 441200"
"Collection"|"Creative Commons"|"urn:catalog:RB:420271"|"RB"|"2017-10-19"|"RB"|"RB"|"RB00420271"|"212"|"R. A. X. Borges"|"2006-7-11"|"2006"|"7"|"11"|"Arbusto escandente; 2,5 m, ramos virgados, frutos castanhos alas verdes"|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel."|"642 m"|""|""|""|"-20.3644444"|"-45.6736111"|"André M. Amorim"|"2010"|""|""|""|"Niedenzuella acutifolia (Cav.) W.R.Anderson"|"MALPIGHIACEAE"|"Niedenzuella"|"acutifolia"|""|"specie"|"(Cav.) W.R.Anderson"|"Angiospermas"|""|"Plantae"|""|"RB 427366"
"Collection"|"Creative Commons"|"urn:catalog:RB:1563655"|"RB"|"2024-09-09"|"RB"|"RB"|"RB01563655"|"1001"|"P.H.A. Melo"|"2003-4-16"|"2003"|"4"|"16"|"#"|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG 439 km 16"|""|""|""|""|"-20.3819445"|"-45.6511111"|"R.F. Almeida"|"10/5/2017"|""|""|""|"Hiraea fagifolia (DC.) A.Juss."|"MALPIGHIACEAE"|"Hiraea"|"fagifolia"|""|"specie"|"(DC.) A.Juss."|"Angiospermas"|""|"Plantae"|""|"RB 873602"
"Collection"|"Creative Commons"|"urn:catalog:RB:424218"|"RB"|"2024-06-27"|"RB"|"RB"|"RB00424218"|"228"|"R.A.X. Borges"|"2006-7-12"|"2006"|"7"|"12"|"Árvore, 10 metros, folhas levem discolores, cálice verde, corola creme, estames e estiletes alvos."|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel."|"613"|""|""|""|"-20.3597222"|"-45.6738889"|"José M. Fernandes"|"25/8/2008"|""|""|""|"Inga striata Benth."|"LEGUMINOSAE"|"Inga"|"striata"|""|"specie"|"Benth."|"Angiospermas"|""|"Plantae"|""|"RB 427364"
"Collection"|"Creative Commons"|"urn:catalog:RB:524797"|"RB"|"2017-10-16"|"RB"|"RB"|"RB00524797"|"1231"|"P. H. A. Melo"|"2004-7-29"|"2004"|"7"|"29"|"Trepadeira na borda de mata calcária com frutos verdes, látex leitoso."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG-439 Km 16."|"670 msm"|""|""|""|"-20.3808334"|"-45.6511111"|"J.F. Morales"|"25/5/2009"|""|""|""|"Prestonia coalita (Vell.) Woodson"|"APOCYNACEAE"|"Prestonia"|"coalita"|""|"specie"|"(Vell.) Woodson"|"Angiospermas"|""|"Plantae"|""|"RB 465196"
"Collection"|"Creative Commons"|"urn:catalog:RB:524796"|"RB"|"2017-10-19"|"RB"|"RB"|"RB00524796"|"994"|"P. H. A. Melo"|"2003-12-8"|"2003"|"12"|"8"|"Trepadeira na borda de mata calcária, látex leitoso; flores cenescente com cálice verde."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG-439."|"650 - 700 msm"|""|""|""|"-20.3819445"|"-45.6511111"|""|""|""|""|""|"Forsteronia"|"APOCYNACEAE"|"Forsteronia"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 465195"
"Collection"|"Creative Commons"|"urn:catalog:RB:418875"|"RB"|"2017-10-18"|"RB"|"RB"|"RB00418875"|"190"|"R. A. X. Borges"|"2006-7-13"|"2006"|"7"|"13"|"Liana escandente, ramos vináceos, cálice e corola alvos, ovários verdes filetes alvos. Frutos imaturos vináceos."|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel."|"720 m."|""|""|""|"-20.3541667"|"-45.6733334"|""|""|""|""|""|"Serjania caracasana (Jacq.) Willd."|"SAPINDACEAE"|"Serjania"|"caracasana"|""|"specie"|"(Jacq.) Willd."|"Angiospermas"|""|"Plantae"|""|"RB 429342"
"Collection"|"Creative Commons"|"urn:catalog:RB:419472"|"RB"|"2017-10-14"|"RB"|"RB"|"RB00419472"|"207"|"R. A. X. Borges"|"2006-7-11"|"2006"|"7"|"11"|"Arbusto escandante, 2,5 metros; ramos verdes e frutos verdes."|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel."|"639"|""|""|""|"-20.3663889"|"-45.6697223"|""|""|""|""|""|"Pereskia aculeata Mill."|"CACTACEAE"|"Pereskia"|"aculeata"|""|"specie"|"Mill."|"Angiospermas"|""|"Plantae"|""|"RB 429340"
"Collection"|"Creative Commons"|"urn:catalog:RB:519465"|"RB"|"2015-04-16"|"RB"|"RB"|"RB00519465"|"2005"|"P.H.A. Melo"|"2005-5-20"|"2005"|"5"|"20"|"Arbórea 10 m, crescendo sobre afloramento calcário, flores róseas."|""|"Brasil"|"Minas Gerais"|"Pains"|"Região do Corumbá."|""|""|""|""|"-20.3836111"|"-45.7700000"|"F.S.Espírito-Santo"|"6/5/2011"|""|""|""|"Handroanthus heptaphyllus (Vell.) Mattos"|"BIGNONIACEAE"|"Handroanthus"|"heptaphyllus"|""|"specie"|"(Vell.) Mattos"|"Angiospermas"|""|"Plantae"|""|"RB 461843"
"Collection"|"Creative Commons"|"urn:catalog:RB:303591"|"RB"|"2014-07-22"|"RB"|"RB"|"RB00303591"|"364"|"P.H.A. Melo"|"2003-1-31"|"2003"|"1"|"31"|"Arbusto, 1m. Terrestre. Espiga verde."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, 439 Km 16."|""|""|""|""|"-20.3872222"|"-45.6497222"|""|""|""|""|""|"Peperomia"|"PIPERACEAE"|"Peperomia"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 399833"
"Collection"|"Creative Commons"|"urn:catalog:RB:1416433"|"RB"|"2019-08-22"|"RB"|"RB"|"RB01416433"|"4413"|"M.G.Bovini"|"2018-5-22"|"2018"|"5"|"22"|"Arvoreta ca. 2,5m, semi-heliófila. Folhas cartáceas, concolores. Botões alvo-cremes"|""|"Brasil"|"Minas Gerais"|"Iguatama"|"próximo a fazenda Faroeste, estrada de chão para Pains. Área de mineração. 677m"|""|""|""|""|"-20.3422222"|"-45.6663889"|""|""|""|""|""|"Pilocarpus"|"RUTACEAE"|"Pilocarpus"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 792018"
"Collection"|"Creative Commons"|"urn:catalog:RB:115261"|"RB"|"2017-10-18"|"RB"|"RB"|"RB00115261"|"577"|"P.H.A. Melo"|"2003-4-16"|"2003"|"4"|"16"|""|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG 439 Km 16."|"750-"|""|""|""|""|""|"Santos, V.T"|"11/2009"|""|""|""|"Acacia tenuifolia (L.) Willd."|"LEGUMINOSAE"|"Acacia"|"tenuifolia"|""|"specie"|"(L.) Willd."|"Angiospermas"|""|"Plantae"|""|"RB 409943"
"Collection"|"Creative Commons"|"urn:catalog:RB:526304"|"RB"|"2017-10-17"|"RB"|"RB"|"RB00526304"|"571"|"P. H. A. Melo "|"2003-4-15"|"2003"|"4"|"15"|"Arbórea 5 m de altura. Terrestre, inflorescência com botões creme. "|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG 439 km 16."|"Ca. 750-810 m."|""|""|""|"-20.3872222"|"-45.6497222"|""|""|""|""|""|"Cupania"|"SAPINDACEAE"|"Cupania"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 466256"
"Collection"|"Creative Commons"|"urn:catalog:RB:523438"|"RB"|"2014-07-07"|"RB"|"RB"|"RB00523438"|"1219"|"P. H. A. Melo"|"2004-6-26"|"2004"|"6"|"26"|"Trepadeira na borda de mata calcária com flores branco-amareladas."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG 439 (Km 16)."|""|""|""|""|""|""|"G.V. Somner & L.A. Pereira"|"28/3/2013"|""|""|""|"Serjania caracasana (Jacq.) Willd."|"SAPINDACEAE"|"Serjania"|"caracasana"|""|"specie"|"(Jacq.) Willd."|"Angiospermas"|""|"Plantae"|""|"RB 464507"
"Collection"|"Creative Commons"|"urn:catalog:RBcarpo:776102"|"RBcarpo"|"2013-05-23"|"RB"|"RB"|"RBcarpo00776102"|"210"|"R.A.X. Borges"|"2006-7-11"|"2006"|"7"|"11"|"Liana escandente, ramos lenhosos, frutos everdeados com alas mais claras."|""|"Brasil"|"Minas Gerais"|""|"Pains, Mineração Vale do São Miguel."|"642m"|""|""|""|"-20.3644444"|"-45.6736111"|""|""|""|""|""|"Dioscorea microbotrya Griseb."|"DIOSCOREACEAE"|"Dioscorea"|"microbotrya"|""|"specie"|"Griseb."|"Angiospermas"|""|"Plantae"|""|"RBcarpo 6339"
"Collection"|"Creative Commons"|"urn:catalog:RB:584409"|"RB"|"2017-10-19"|"RB"|"RB"|"RB00584409"|"832"|"P.H.A. Melo"|"2003-9-9"|"2003"|"9"|"9"|"Trepadeira na borda de mata seca, frutos imaturos verdes."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG 439 Km 16."|"750 m"|""|""|""|"-20.3872222"|"-45.6497222"|"Maria S. Ferrucci"|"2013"|""|""|""|"Serjania lethalis A.St.-Hil."|"SAPINDACEAE"|"Serjania"|"lethalis"|""|"specie"|"A.St.-Hil."|"Angiospermas"|""|"Plantae"|""|"RB 494241"
"Collection"|"Creative Commons"|"urn:catalog:RB:418845"|"RB"|"2017-10-18"|"RB"|"RB"|"RB00418845"|"195"|"R. A. X. Borges"|"2006-7-14"|"2006"|"7"|"14"|"Liana escadente, ramos verde - claros, cerosos, folhas levem discolores, frutos carnosos, verde claros."|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel."|"711 m."|""|""|""|"-20.3558333"|"-45.6683334"|"V. F. Mansano"|"1/9/2006"|""|""|""|"Canavalia parviflora Benth."|"LEGUMINOSAE"|"Canavalia"|"parviflora"|""|"specie"|"Benth."|"Angiospermas"|""|"Plantae"|""|"RB 429346"
"Collection"|"Creative Commons"|"urn:catalog:RB:872345"|"RB"|"2017-10-10"|"RB"|"RB"|"RB00872345"|"11"|"T. Mansur"|"2008-11-28"|"2008"|"11"|"28"|""|""|"Brasil"|"Minas Gerais"|"Pains"|""|""|""|""|""|"-20.6191667"|"-45.9947222"|""|""|""|"cf."|""|"Phyllanthus acuminatus Vahl"|"PHYLLANTHACEAE"|"Phyllanthus"|"acuminatus"|""|"specie"|"Vahl"|"Angiospermas"|""|"Plantae"|""|"RB 604045"
"Collection"|"Creative Commons"|"urn:catalog:RB:1480967"|"RB"|"2023-02-02"|"RB"|"RB"|"RB01480967"|"1409"|"P.H.A. Melo"|"2005-12-31"|"2005"|"12"|"31"|"#"|""|"Brasil"|"Minas Gerais"|"Pains"|"Morro do Marruá"|"676"|""|""|""|"-20.3647222"|"-45.6700000"|""|""|""|""|""|"Philodendron"|"ARACEAE"|"Philodendron"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 844449"
"Collection"|"Creative Commons"|"urn:catalog:RB:424213"|"RB"|"2017-10-18"|"RB"|"RB"|"RB00424213"|"194"|"R. A. X. Borges"|"2006-7-14"|"2006"|"7"|"14"|"Árvore, 6 m, folíolos levem. discolores, indumento dourado."|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel."|"680 m."|""|""|""|"-20.3538889"|"-45.6683334"|"José M. Fernandes"|"25/8/2008"|""|""|""|"Inga vera ssp. affinis (DC.) T.D.Penn."|"LEGUMINOSAE"|"Inga"|"vera"|"affinis"|"ssp."|"Willd."|"Angiospermas"|""|"Plantae"|""|"RB 427371"
"Collection"|"Creative Commons"|"urn:catalog:RB:115218"|"RB"|"2017-10-18"|"RB"|"RB"|"RB00115218"|"503"|"PHA Melo"|"2003-3-22"|"2003"|"3"|"22"|""|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG 439 Km 16."|""|""|""|""|""|""|"L.P. de Queiroz"|"2/2010"|""|""|""|"Dioclea apurensis Kunth"|"LEGUMINOSAE"|"Dioclea"|"apurensis"|""|"specie"|"Kunth"|"Angiospermas"|""|"Plantae"|""|"RB 409960"
"Collection"|"Creative Commons"|"urn:catalog:RB:115237"|"RB"|"2017-10-18"|"RB"|"RB"|"RB00115237"|"581"|"P.H.A. Melo"|"2003-4-16"|"2003"|"4"|"16"|""|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG 439 Km 16."|"750"|""|""|""|""|""|"L.C.P. Lima"|"5/2011"|""|""|""|"Desmodium affine Schltdl."|"LEGUMINOSAE"|"Desmodium"|"affine"|""|"specie"|"Schltdl."|"Angiospermas"|""|"Plantae"|""|"RB 409955"
"Collection"|"Creative Commons"|"urn:catalog:RB:1563753"|"RB"|"2024-09-09"|"RB"|"RB"|"RB01563753"|"2436"|"P.H.A. Melo"|"2006-11-25"|"2006"|"11"|"25"|"#"|""|"Brasil"|"Minas Gerais"|"Pains"|"Nascentes do Rio São Miguel, Região do Onça"|""|""|""|""|"-20.4311111"|"-45.6188889"|""|""|""|""|""|"Petrea volubilis L."|"VERBENACEAE"|"Petrea"|"volubilis"|""|"specie"|"L."|"Angiospermas"|""|"Plantae"|""|"RB 873651"
"Collection"|"Creative Commons"|"urn:catalog:RB:524886"|"RB"|"2017-10-17"|"RB"|"RB"|"RB00524886"|"1259"|"P. H. A. Melo"|"2005-1-25"|"2005"|"1"|"25"|"Trepadeira, flores esverdeadas. "|""|"Brasil"|"Minas Gerais"|"Pains"|"Fronteira entre os municípios de Pains e Formiga - Região das nascentes do Rio São Miguel. ."|"Ca. 700"|""|""|""|"-20.4561111"|"-45.6541667"|"R.F. Almeida"|"2015"|""|""|""|"Niedenzuella"|"MALPIGHIACEAE"|"Niedenzuella"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 465279"
"Collection"|"Creative Commons"|"urn:catalog:RB:490126"|"RB"|"2017-10-17"|"RB"|"RB"|"RB00490126"|"999"|"P. H. A. Melo "|"2003-12-8"|"2003"|"12"|"8"|"Arbusto, flores amarelas"|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG 439 km 16."|"Ca. 650-750 m"|""|""|""|"-20.3819445"|"-45.6511111"|"S. Ferrucci"|"2004"|""|""|""|"Corchorus hirtus L."|"MALVACEAE"|"Corchorus"|"hirtus"|""|"specie"|"L."|"Angiospermas"|""|"Plantae"|""|"RB 442463"
"Collection"|"Creative Commons"|"urn:catalog:RB:860418"|"RB"|"2017-10-10"|"RB"|"RB"|"RB00860418"|"17"|"T. Mansur"|"2008-11-28"|"2008"|"11"|"28"|""|""|"Brasil"|"Minas Gerais"|"Pains"|""|""|""|""|""|"-20.6191667"|"-45.9947222"|""|""|""|""|""|"Allophylus racemosus Sw."|"SAPINDACEAE"|"Allophylus"|"racemosus"|""|"specie"|"Sw."|"Angiospermas"|""|"Plantae"|""|"RB 600278"
"Collection"|"Creative Commons"|"urn:catalog:RB:424181"|"RB"|"2024-03-08"|"RB"|"RB"|"RB00424181"|"176"|"R. A. X. Borges"|"2006-7-12"|"2006"|"7"|"12"|"Erva decumbente, inflorescência verde - amarelada"|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel ."|"688 m"|""|""|""|"-20.3572222"|"-45.6738889"|"G.M. Marcusso "|"1/3/2024"|""|""|""|"Peperomia nitida Dahlst."|"PIPERACEAE"|"Peperomia"|"nitida"|""|"specie"|"Dahlst."|"Angiospermas"|""|"Plantae"|""|"RB 433527"
"Collection"|"Creative Commons"|"urn:catalog:RB:527687"|"RB"|"2017-10-15"|"RB"|"RB"|"RB00527687"|"643"|"P.H. A. Melo"|"2003-5-25"|"2003"|"5"|"25"|"Arbusto, terrestre. Inflorescencia verde e rosa."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG 439 Km 16."|"750-810 m"|""|""|""|"-20.3872222"|"-45.6497222"|"J.C. Siqueira"|"10/2004"|""|""|""|"Chamissoa altissima (Jacq.) Kunth"|"AMARANTHACEAE"|"Chamissoa"|"altissima"|""|"specie"|"(Jacq.) Kunth"|"Angiospermas"|""|"Plantae"|""|"RB 467094"
"Collection"|"Creative Commons"|"urn:catalog:RB:490863"|"RB"|"2014-07-22"|"RB"|"RB"|"RB00490863"|"554"|"P. H. A. Melo "|"2003-4-15"|"2003"|"4"|"15"|"Arbusto 2,5 m., rupestre, inflorescência branca, frutos imaturos verdes"|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG 439 km 16."|""|""|""|""|"-20.3872222"|"-45.6497222"|"J. R. Stehmann"|"2005"|""|""|""|"Solanum oocarpum Sendtn."|"SOLANACEAE"|"Solanum"|"oocarpum"|""|"specie"|"Sendtn."|"Angiospermas"|""|"Plantae"|""|"RB 441193"
"Collection"|"Creative Commons"|"urn:catalog:RB:416990"|"RB"|"2017-10-19"|"RB"|"RB"|"RB00416990"|"165"|"R. A. X. Borges"|"2006-7-12"|"2006"|"7"|"12"|"Arvoreta, 3 m, folhas levem discolores, inflorecências verdes e flores alvas."|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel."|"613 m"|""|""|""|"-20.3597222"|"-45.6738889"|"E. Guimarães"|"2006"|""|""|""|"Piper glabratum Kunth"|"PIPERACEAE"|"Piper"|"glabratum"|""|"specie"|"Kunth"|"Angiospermas"|""|"Plantae"|""|"RB 427365"
"Collection"|"Creative Commons"|"urn:catalog:RB:416575"|"RB"|"2020-07-22"|"RB"|"RB"|"RB00416575"|"182"|"R. A. X. Borges"|"2006-7-13"|"2006"|"7"|"13"|"Árvore, 4 m, hipanto verde com nectários circulares vermelho sangue na base. Corola rajada abaxialmente e alva internamente; filetes brancos, anteras castanhas, estigma e estilete rosas."|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel."|"720 m."|""|""|""|"-20.3541667"|"-45.6733334"|"CARVALHO-SOBRINHO,J.G."|"12/2015"|""|""|""|"Pseudobombax grandiflorum (Cav.) A.Robyns"|"MALVACEAE"|"Pseudobombax"|"grandiflorum"|""|"specie"|"(Cav.) A.Robyns"|"Angiospermas"|""|"Plantae"|""|"RB 427359"
"Collection"|"Creative Commons"|"urn:catalog:RB:635097"|"RB"|"2014-07-08"|"RB"|"RB"|"RB00635097"|"179"|"R.A. X. Borges"|"2006-7-12"|"2006"|"7"|"12"|"Rupícola, folhas vináceas, frutos verdes"|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel."|""|""|""|""|""|""|"V.R. Almeida & R.F. Monteiro"|"8/8/2006"|""|""|""|"Billbergia distachia (Vell.) Mez"|"BROMELIACEAE"|"Billbergia"|"distachia"|""|"specie"|"(Vell.) Mez"|"Angiospermas"|""|"Plantae"|""|"RB 428255"
"Collection"|"Creative Commons"|"urn:catalog:RB:115206"|"RB"|"2017-10-13"|"RB"|"RB"|"RB00115206"|"1187"|"P.H.A. Melo"|"2004-12-29"|"2004"|"12"|"29"|""|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG 439 Km 16."|"700"|""|""|""|""|""|""|""|""|""|""|"Lonchocarpus cultratus (Vell.) A.M.G.Azevedo & H.C.Lima"|"LEGUMINOSAE"|"Lonchocarpus"|"cultratus"|""|"specie"|"(Vell.) A.M.G.Azevedo & H.C.Lima"|"Angiospermas"|""|"Plantae"|""|"RB 409962"
"Collection"|"Creative Commons"|"urn:catalog:RB:425764"|"RB"|"2017-10-19"|"RB"|"RB"|"RB00425764"|"191"|"R.A.X.Borges"|"2006-7-13"|"2006"|"7"|"13"|"Liana escandente, ramos vináceos, folíolos levem discolores, frutos castanhos. "|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel."|"680 m"|""|""|""|"-20.3538889"|"-45.6683334"|"D.P.BELO"|"23/8/2017"|""|""|""|"Distimake dissectus (Jacq.) A.R. Simões & Staples"|"CONVOLVULACEAE"|"Distimake"|"dissectus"|""|"specie"|"(Jacq.) A.R. Simões & Staples"|"Angiospermas"|""|"Plantae"|""|"RB 434501"
"Collection"|"Creative Commons"|"urn:catalog:RB:136755"|"RB"|"2014-07-22"|"RB"|"RB"|"RB00136755"|"449"|"P. H. A. Melo"|"2003-3-6"|"2003"|"3"|"6"|"Arbórea 4m, terrestre, frutos imaturos verdes."|""|"Brasil"|"Minas Gerais"|"Pains"|"Faz. Amargoso, MG 439, km16."|""|""|""|""|""|""|"A. S. da F. Vaz"|"3/2005"|""|""|""|"Bauhinia forficata Link"|"LEGUMINOSAE"|"Bauhinia"|"forficata"|""|"specie"|"Link"|"Angiospermas"|""|"Plantae"|""|"RB 415385"
"Collection"|"Creative Commons"|"urn:catalog:RB:525444"|"RB"|"2017-10-16"|"RB"|"RB"|"RB00525444"|"787"|"P. H. A. Melo"|"2003-8-9"|"2003"|"8"|"9"|"Trepadeira, sobre rochas calcárias; flores brancas."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG-439, KM 16."|"750 msm"|""|""|""|"-20.3930555"|"-45.6463889"|""|""|""|""|""|"Mikania"|"ASTERACEAE"|"Mikania"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 465656"
"Collection"|"Creative Commons"|"urn:catalog:RB:426256"|"RB"|"2017-10-18"|"RB"|"RB"|"RB00426256"|"196"|"R. A. X. Borges"|"2006-7-14"|"2006"|"7"|"14"|"Liana escandente sobre arbusto e decumbente sobre rochas ramos vináceos, flores e frutos lilases, semente nigrescente com polpa branca."|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel."|"711 m."|""|""|""|"-20.3558333"|"-45.6683334"|"R. Borges"|"29/5/2007"|""|""|""|"Chamissoa altissima (Jacq.) Kunth"|"AMARANTHACEAE"|"Chamissoa"|"altissima"|""|"specie"|"(Jacq.) Kunth"|"Angiospermas"|""|"Plantae"|""|"RB 434587"
"Collection"|"Creative Commons"|"urn:catalog:RB:1416434"|"RB"|"2023-08-01"|"RB"|"RB"|"RB01416434"|"4414"|"M.G.Bovini"|"2018-5-22"|"2018"|"5"|"22"|"Arvoreta semi-heliófila, ca. 3m. Folíolos membranáceos, concolores. Frutos imaturos verdes."|""|"Brasil"|"Minas Gerais"|"Iguatama"|"próximo a fazenda Faroeste, estrada de chão para Pains. Área de mineração. 677m"|""|""|""|""|"-20.3422222"|"-45.6663889"|"J.R. Pirani"|"7/2023"|""|""|""|"Trichilia elegans A.Juss."|"MELIACEAE"|"Trichilia"|"elegans"|""|"specie"|"A.Juss."|"Angiospermas"|""|"Plantae"|""|"RB 792019"
"Collection"|"Creative Commons"|"urn:catalog:RB:115225"|"RB"|"2017-10-19"|"RB"|"RB"|"RB00115225"|"838"|"P.H.A. Melo"|"2003-9-9"|"2003"|"9"|"9"|""|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG 439 Km 16."|"750"|""|""|""|""|""|"F.L.R.Filardi"|"2011"|""|""|""|"Machaerium paraguariense Hassl."|"LEGUMINOSAE"|"Machaerium"|"paraguariense"|""|"specie"|"Hassl."|"Angiospermas"|""|"Plantae"|""|"RB 409967"
"Collection"|"Creative Commons"|"urn:catalog:RB:419646"|"RB"|"2017-10-19"|"RB"|"RB"|"RB00419646"|"175"|"R. A. X. Borges"|"2006-7-12"|"2006"|"7"|"12"|"Árvore de 20 m de altura, madeira de odor forte, hipanto verde, corola alva, anteras amarelas e estilete verde."|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale de São Miguel."|"688 m"|""|""|""|"-20.3572222"|"-45.6738889"|"Vidal Freitas M."|"4/8/2006"|""|""|""|"Myroxylon peruiferum L.f."|"LEGUMINOSAE"|"Myroxylon"|"peruiferum"|""|"specie"|"L.f."|"Angiospermas"|""|"Plantae"|""|"RB 430476"
